mainly galvenokārt
such tādus
many daudzajiem
persons personu
cube kuba
balls bumbas
romans romāna
ludwig ludvigs
mykonos mikēnu
stars zvaigznēm
infrared infrasarkano
shadows ēnas
animal dzīvnieks
complex kompleksu
rapid straujā
baikal baikāla
articles rakstiem
skin āda
highest augstākie
owned piederēja
former kādreizējās
split sadalīt
carried nesa
appropriate attiecīgā
approaches tiltu
consumer patērētāju
alpha alfas
fox lapsu
active aktīva
create izveidot
combined apvienoti
histidine histidīns
effect iedarbībā
sos šos
industrial industriālā
solve atrisināt
divided daļā
version versijām
transfer nodot
moral morāles
smaller mazāki
play spēlēt
arthur arturs
characteristic raksturīgs
judicial tiešās
layers slāņos
small mazais
one vienas
against pretrunā
healthy veselībai
makoni mākoņi
general vispārējie
not nedod
oaken ozola
allan alans
newspaper laikraksts
klimt klimta
elected ievēlēts
honorary goda
president prezidenti
cause radīt
authority autoritāte
rituals rituāli
valkyrie valkīras
iceland islande
health veselības
catholic katoļi
antiquity antīkās
scientific zinātniskā
number numuru
bottom apakšā
led lcd
contains satur
cool atdziest
era ēras
enemies ienaidnieki
balance bilances
broader plašāku
can varam
cheque ēku
in esošajiem
chlorine hlors
interaction mijiedarbība
characteristics raksturojums
attack uzbrukumā
many daudzas
cottony kokvilnas
cows govis
candidates kandidātiem
rousseau ruso
body korpuss
restored atjaunota
state valsti
gusta gūstā
british lielbritānijas
jesus jēzus
priest priesteriem
electricity elektrības
energy enerģija
state stāvoklim
beard bārda
decades desmitgadēs
time laikā
scores rādītāji
germans vācieša
travel pārvietoties
winner uzvarētājs
intensity intensitāte
compositions kompozīcijas
mathematics matemātika
latgale latgali
floor grīdas
variable mainīgā
once vienreiz
feather spalvu
fruit augļu
god dievs
visually vizuāli
processor procesoru
large lielajiem
lady dāma
court tiesa
number numurs
opponent pretinieka
given ievadīja
ingredients sastāvdaļām
area laukumā
leaving aiziešanas
answers atbildes
meet iepazīties
scheme shēma
indonesia indonēziju
convoluted sarežģīts
former bijusī
formed izveidojies
biological bioloģiskā
any jebkurš
province provinci
coldest visaukstākais
coat slāņos
perform uzstājās
gray pelēkā
education izglītības
ceremony ceremonija
reaction reakcijās
players spēlētāju
growth izaugsme
scandal skandālu
greatest izcilākajiem
political politiskās
about ap
mycenae mikēnas
airplanes lidmašīnu
like līdzinās
written rakstā
beneficiaries saņēmēji
hugo igo
south dienvidus
direct tiešo
s u
different dažādo
military militāri
name nosaukumā
grain labības
measures pasākumu
alfred alfrēds
armed bruņoto
processing pārstrādes
characteristic raksturīgo
hot karsts
inability nespēja
protocol protokola
francesco frančesko
destroyed sagrāva
authority autoritāti
find atrast
count grāfs
legislation likumdošanā
thinking domāšana
phosphorus fosforu
organize organizē
field laukā
close tuva
private privāto
israel izraēla
machinery aparāts
god dievu
expansion ekspansijas
iridium irīdijs
line līnijai
managed pārvaldīja
coalition koalīcija
institutions institūciju
clearly skaidri
medium vidējā
uranium urāns
addresses adresēm
slide mašīnas
protozoa vienšūņi
maps kartes
some dažiem
economy tautsaimniecības
mates mātes
converge saplūst
fate likteni
economics ekonomika
shown attēlota
quran korāns
west rietumiem
utilization izmantošana
organ orgānu
border robežojas
definitions definīcijas
sain slāņi
school skolas
hypotheses hipotēzes
same vienādi
most vislielākās
residential dzīvojamo
vilnius viļņa
cross krusta
gold zeltu
enormous milzīgā
evil ļaunumu
vladimir vladimirs
stage stadijas
song dziesma
rate kursa
time brīdim
financial finanšu
guitar ģitāra
used lietoti
commissions komisiju
another citu
presidential prezidenta
liberty valdībā
hot karstu
better labākas
afghanistan afganistāna
killed nogalināti
moss šūnās
peer vienādranga
east austrumdaļā
avoid izvairīties
certain noteiktiem
sample paraugi
lake ezers
public sabiedriskās
posts raksti
ore rūdas
without bez
swamp purva
look izskatās
wolf vilks
view nolūku
customer klientam
phosphorus fosfors
procedure procedūras
severe smagu
collapse sabrukuma
sectors nozarēm
sheep aitas
residence dzīvesvietas
tadas tādās
american amerikas
victory uzvaras
valley ielejā
provinces provincēs
companies firmas
achieve panākt
achieved panākt
sections sadalās
siva šiva
life mūžs
finland somijas
releases izdalās
middle vidu
different dažāds
weapons ieroči
growth izaugsmi
long-term ilgstoša
devi dēvī
story stāsta
photos fotogrāfijas
allocation iedalījuma
services pakalpojumi
towers torņi
national nacionālās
stats štats
protected aizsargājamie
mind prata
partly daļēji
context kontekstā
gold zelts
space telpa
inside iekšpusē
orthodox pareizticīgā
protection aizsardzībā
turks turkiem
population iedz
biggest lielākajās
only vienīgie
generation paaudžu
cheetah gepardu
front priekšu
distribution materiālus
included iekļāva
restoration atjaunošanas
him viņam
performance izpildi
humanity cilvēcei
locations vietām
way veids
club klubs
severe smaga
insect kukaiņiem
allowed atļauta
send nosūtīt
family ģimene
guam guama
area zonas
again atkal
leaders vadoņi
dr. dr
blankets segas
coal akmeņogļu
mineral izrakteņi
electron elektrons
further tālākai
revolution apvērsumu
in veidā
plant auga
took pārņēma
all visos
troops karaspēkam
canada kanādas
active aktīvo
how cik
society biedrības
consonant līdzskaņi
efforts centienus
wanted vēlējās
may maiju
act rīkoties
feared baidījās
independent neatkarīgi
expectation cerības
greater lielāka
norwegian norvēģu
called saucas
picture priekšstatu
combination kombinācija
two diviem
expense rēķina
successor pēctecis
closed slēgta
last pēdējie
variations variācijas
jackson džeksons
more lielākas
architecture arhitektūrā
snow sniegu
elected ievēlēti
neighbors kaimiņvalstīm
developing attīstās
organization organizācijas
pope pāvestam
surrealism sirreālisms
lot plašāk
sector sektors
a kuru
scientifically zinātniski
term terminu
star zvaigzne
waited gaidīja
understanding izpratnē
quiet klusā
paid maksāja
plants augus
cooperatives kooperatīvu
vine vīne
throw troni
full pilnā
speed ātruma
user lietotāji
hazard risks
reduction reducētājs
language valoda
between starp
mozart mocartu
declared pasludināta
now tagad
popularity popularitāti
confidence pārliecība
used lietotas
deposits atradnes
expeditionary ekspedīcijas
powerful spēcīgas
men vīriešiem
ukraine ukrainu
small nelieliem
no neviens
back mugurējā
hungarian ungārijas
differs atšķīrās
directions virzieniem
cheetah gepards
member biedrs
brilliance spožums
land zemei
used lietots
public sabiedriskajā
indonesian indonēzijas
historian vēsturnieks
doctors ārsti
which kuriem
connection savienojums
thousand tūkstoši
no nevienu
literature literatūru
in tajās
their savās
societies biedrību
wrong nepareizi
state valstij
horizontal horizontālā
offloading izcelšanās
policy politiku
yourself sevi
north ziemeļjūru
table tabulu
may maijs
scale mērogs
this šim
most vairumam
attempt mēģinājums
ethnic etniskais
beijing pekina
lenin ļeņina
radiation starojums
snow sniegs
lower zemāko
romana romānā
palaces piļu
christians kristīgās
insects kukaiņiem
inertia inerce
emergence rašanos
enough pietiekami
moss šūnām
sample paraugu
skin ādu
likely visdrīzāk
mozart mocarts
moss mosa
occupy ieņemt
pendent rīgu
implied nozīmīgas
remains saglabājas
browser pārlūkprogrammu
mps deputātiem
attended piedalījās
newton ņūtons
dog suņu
areas teritorijas
gamma gammas
differs atšķirīgs
major galvenie
marinetti marineti
between savstarpējā
massive masveida
active aktīvs
a rāda
education izglītībai
resource resursi
different dažādiem
signs pazīmēm
journalism žurnālistika
merged apvienojās
government valdība
kingdom karalistes
future nākotnes
stop parastās
seal roņu
morality morāli
denote apzīmētu
permanent ilgstošu
medical medicīnas
colonial koloniju
gimnazija ģimnāzija
late vēlā
slope slīpums
expressionism ekspresionisma
aldehyde aldehīdi
neighborhood apkaimē
related saistītā
continued turpināja
front frontē
team komandu
protected aizsargājamo
killed nogalināts
belgium beļģijas
greeks grieķi
sample paraugs
catholic katoļu
partner partnerim
switch pāriet
mother māte
armenia armēnija
childhood bērnību
each katras
constantinople konstantinopole
their savām
discretion ieskatiem
career karjeru
dialect dialektu
exacerbated saasinājās
combined apvienotās
move pārvietot
valter valters
kant kants
parliamentary parlamentāra
course kurš
equipment iekārtas
albums albumi
capitalism kapitālisma
carolingian karolingu
points uzsvēra
news ļaunumu
festivals festivāli
mother māti
surname del
lungs plaušas
mein melns
diverse daudzveidīga
forest mežā
industry industrijas
university universitātē
september septembris
provided nodrošināja
schubert šūberts
trigo tirgo
food barībā
carefully uzmanīgi
technical tehniskā
parliaments parlamentu
you tu
light gaismā
channel kanālu
is punktu
reaching iznāca
traditional tradicionālo
aluminum alumīnija
remaining atlikušo
set noteiktās
choose jāizvēlas
combine apvienot
pakistan pakistānas
depict attēlot
badly stipri
austrian austrijas
immigrants imigranti
estonia igauniju
west rietumi
current strāvu
course gaita
phalange falanga
bible bībelē
cis nvs
great liels
ordered pavēlēja
iraq irākā
free brīvās
office uzņēmumiem
indonesia indonēzija
measurement mērīšanas
defined definēts
mythology mitoloģiju
radical radikāli
gravitation gravitācija
health veselībai
requests pieprasījumu
composition kompozīciju
relationship attiecības
reason iemesls
carefully rūpīgi
took ieņēma
crafts amatniecības
expectations cerības
learning mācība
feudal feodālās
after pēc
green zaļo
film filmā
baron barons
elected ievēlēta
dialect dialekts
denmark dānija
increases pieaug
order rīkojumu
separated nodaļa
email mail
each katram
start sākt
nose deguns
virginia virdžīnijas
destroyed iznīcināta
sultans sultāns
fox lapsa
said atzina
alexei aleksejs
mara māra
danube donavas
signal signāls
crypt kapenes
walking ejot
short-term īslaicīgi
equal vienāda
settled apmetušies
byzantine bizantijas
himself pats
finally beidzot
dutch holandiešu
appeared parādījās
the esošās
national nacionālais
submarine zemūdens
favorable izdevīgi
errors kļūdas
new jaunajiem
constantinople konstantinopoli
denizen kolonizēt
increasing palielinoties
fritz friča
horny raga
data datiem
display parādīšanās
user lietotājs
classic klasisks
wall sienas
cordilleras kordiljeru
co-operation sadarbībā
greece grieķiju
june jūnija
negatively negatīvi
estonian igauņu
monarchy monarhijas
eggs olas
tropical tropu
singles singli
restore atjaunoja
transition pārējās
bicameral divpalātu
lasted turpinājās
hear dzirdēt
independent neatkarīga
tail aste
normal parasto
cemetery kapsētā
builds būve
captain kapteinis
financial finansu
culture kultūrās
pneumonia pneimonija
chest krūšu
defined definē
property īpašumā
players dalībnieku
know apzināti
socialism sociālisms
practice praksi
collection kolekcija
case lietas
special īpašām
racing sacīkšu
program programmā
rate kursu
board padomi
substances vielām
document dokumentos
tom toms
individual indivīdu
georgia gruzija
immigrants ieceļotāju
signal signālu
skeletal skeleta
was bijuši
god dievam
zack žaks
volumetric tilpuma
first pirmais
lower pazeminās
nowadays tagadējās
capacitors kondensatoru
yet pagaidām
conclude secināt
literature literatūrai
sweden zviedriju
family dzimtā
continuously nepārtraukti
strategy stratēģiju
know ziņām
friction berzes
location izvietojums
discussion diskusijas
spices garšvielu
tells stāsta
major svarīgākais
financial finansiālo
opponents pretinieki
member locekļi
cross krustu
regions apgabalus
israel izraēlu
brazil brazīliju
cervical kakla
show liecina
option iespējām
grant piešķir
transport transporta
interaction mijiedarbību
joining iestāšanos
behavior uzvedības
varieties šķirnēm
husband vīru
opera operas
adoption pieņemšanu
theses tēzes
set noteikta
respectively respektīvi
athletes sportistiem
classical klasiskā
sai šai
disagreements nesaskaņas
condition nosacījuma
independence neatkarība
breeds šķirnēm
tree koku
four četrus
house palāta
cultural kulturālo
story stāsts
each katrai
implementation kārtām
errant klīstošā
resources resursus
trolley trolejbusu
half pūš
against pret
like līdzīgu
increased pieauga
opposite pretī
found sanskrits
e ē
selection izvēle
zone joslas
represents pārstāv
created radījusi
pain sāpju
immigration imigrācijas
passenger pašā
leads ved
renaissance renesanses
last pēdējo
significant būtisku
germans vāciešu
longer ilgāk
camera kamēr
board plašās
new jauniem
portugal portugāles
hot karsta
special īpašās
zone joslā
denomination denominācija
choir koris
definition definīciju
successor pēcteči
length garumā
harvest ražas
tail asti
sanskrit sanskrita
ena ēnā
transition pārejas
currency val
gender dzimumu
multi-party daudzpartiju
problems problēmu
connection savienojumu
transition pāreju
kingdom karalistei
demanded pieprasīja
lesson mācība
started uzsāka
wars kari
includes sevī
cross krusts
innovation inovācijas
male tēviņš
factors faktori
there vērojamas
sharing dalīšanās
artist mākslinieka
color krāsās
headquarters mītne
life dzīve
mesh tīkli
kingdom karaliste
popularity popularitātes
image attēloja
equator ekvatoru
improvement gaitu
home mājām
external ārējie
radiation starojumu
following sekojošās
hunting medībām
serious nopietnas
egypt ēģiptē
lithuanian lietuviešu
liberation atbrīvošanās
moving pārvietojas
building ēkā
london londonas
guilds ģildes
petersburg pēterburgas
thought domā
proof pierādījums
comparison salīdzinājums
five piecām
practice prakse
catherine katrīna
people tautā
like līdzīgs
seven septiņiem
resource resurss
cover pārklāj
kingdom karalisti
genre žanrs
decomposition sadalīšanās
made veikuši
deity dievībām
broad vispārējas
devils viļņiem
tee tējas
organizations organizācijām
obviously acīmredzot
leader vadonis
replace aizstāt
these tēzes
small nelielos
class klasē
mass māsa
created izveidojuši
management vadības
u.s us
tea tējas
obtaining iegūšanai
incubated perē
external ārējiem
prevailing valdošo
meet apmierināt
different dažāda
classic klasisko
wintering ziemošanas
transition pārējām
lake ezera
floor gustavs
secondary vidējās
new jaunās
absolute absolūtais
city pilsētās
flower pūķu
perceived uztvēra
culture kultūrām
layer slānis
campaigns kampaņu
economic ekonomiskais
jelgava jelgavu
influence iespaidā
fell krita
complex sarežģīti
championships čempionātā
possibly iespējams
perceive uztvert
facts fakti
baby mazuļiem
preached sludināja
times laiki
concept jēdziens
tens desmiti
hail krūšu
cats kaķi
uranium urāna
existed eksistēja
long garā
such tādās
worshiped pielūdza
material materiālās
activity aktivitāte
we mēs
equal vienādi
portugal portugāļu
historical vēsturiskie
enforces īsteno
include dalībvalstu
learned iemācījās
results rezultāti
quality kvalitatīvi
empty pagaidām
poem dzejoļa
by secībā
killed nogalināja
artistically mākslinieciski
selenium selēns
jamin jāmin
arrived ieradās
sultan sultāns
rocks iežus
total kopējās
increase pieaugumu
yaroslavl jaroslavļa
prophet pravieša
heritage mantojums
sent sūtīja
determine noteiktu
s os
production ražošanas
influenced ietekmēja
animals dzīvnieki
dani dānijā
monaco monako
annual gadā
resources resursu
turkey turciju
people iedzīvotāju
california kalifornijas
customs muitas
beak knābis
facilities iespējas
seeds sēklas
things lietām
ideology ideoloģiju
sole vienīgi
finish somu
topics tēmas
cours kurši
births dzimušie
baltic baltijas
added pievieno
tax nodokli
protocols protokolu
pressure spiediena
opposite pretēja
figura figūrai
first pirmajās
salts sāļi
installed ierīkotas
touch pieskaras
time brīdi
end nolūkam
shellfish vēžveidīgie
stick krājumā
this šīs
more plašāka
truth patiesībā
hyper hiperoni
lab laba
vidzeme vidzemes
phases fāzes
stopped pārstāja
row rindas
essentially būtība
agriculture lauksaimniecībā
napoleon napoleona
more iegūtu
regimental pulka
four ceturtais
northern ziemeļu
s ū
sexual dzimumbriedumu
admin martins
brahman brahmans
known pazīstamākais
cabinet kabineta
heritage mantojumu
farmer zemnieku
part daļa
armenia armēniju
vacuum putekļu
areas rajoniem
alaska aļaskā
geographically ģeogrāfiski
maximal maksimālais
being būtnes
fourth ceturto
retinal tīklenes
gough gogs
resources resurss
nowadays mūsdienās
kaka kaķa
close tuvu
rudolf rūdolfs
rome roma
points punkti
chad čadas
social sociālais
regions apgabali
philip filips
permeability caurlaidība
such tāds
united vieno
professional profesionālā
echo atstarojas
files failus
hunting medībās
six sešas
astronomy astronomija
invasion iebrukumu
with ar
metal metāla
soil augsni
stanley stenlija
called sauc
understand izprast
every ik
feelings jūtas
basic pamata
snail gliemeži
occasion gadījumi
posterior mugurējā
science zinātne
maintenance uzturēšanas
means līdzeklis
james jēkaba
history vēsturisko
authorities iestādes
innovation inovācijām
claims pretenzijas
great izcilu
zero nulles
favorite iecienīts
activity aktivitāti
sites vietnes
background izcelšanās
seven septiņu
first vispirms
past agrāk
rifles bišu
bone kaulu
region apkaime
finished beidzās
less mazāka
kerala karalis
stones akmeņiem
love mīlestības
border robežas
poland poliju
territory teritorijā
senior vecākie
private privātās
home piederības
cutting griešanās
diversity daudzveidību
slovakia slovākija
research pētījumos
recognize atzīt
obligatory obligāti
associations asociācijas
gallium gallijā
as vien
placed novieto
damage boja
rises paceļas
needs vajadzībām
picture attēlu
fight cīņā
write rakstīt
living dzīvojamo
joyce džoisa
thanks pateicoties
funds līdzekļus
dark tumši
leave atstāt
spine mugurkaula
saturates saturēt
situation stāvoklis
geology ģeoloģijas
some da
next nākamās
early agrā
sea jūru
event sacensību
domain sfērā
sound skaņu
permission atļauju
ethics ētiku
farm saimniecībā
related saistītās
origins pirmsākumi
become kļuvusi
sweden zviedrijas
currently šobrīd
escalated saasinājās
kurdish kurdu
information informāciju
stadium stadionā
general vispārējas
disease slimību
competition konkursā
starting sākotnējās
phase fāze
depends atkarīgs
military militārais
stations stacijām
brasilia brazīlijā
career karjera
egypt ēģiptes
developed attīstīto
increase pieaugums
irony ironija
do izdarītu
state štatā
main galvenajiem
plans plāni
epics eposi
self- sevis
three trim
mara māras
levels līmeņos
mexico meksika
catcher ierīce
placed novietoti
artificial mākslīgo
motives motīvi
relationship attiecībās
existing esošo
deep dziļi
brothers brāli
careers karjeras
bone kauls
covenant paktu
minerals izrakteņi
heavy smagi
yugoslavia dienvidslāvijas
new jaunā
two abiem
free brīvā
neptunium neptūnijs
countries valstu
remained saglabājies
ideas idejām
century gadsimtos
graphite grafiti
mathematics matemātiku
come nonākuši
musicians mūziķi
ordinary parastā
upwards augšup
used lietoja
bones kaulus
irrigation apūdeņošanas
first pirmajiem
denmark dāniju
support atbalstot
horizontally horizontālā
object objektus
eleven vienpadsmit
celtic ķeltu
french francijas
guarantee grants
disk disks
then toreiz
institute institūta
serfdom dzimtbūšanas
things lietās
power vara
french franči
from rāda
plant augs
neutron neitronu
areas teritorijās
coast piekrastē
city pilsētai
park parkā
venice venēcija
striving teikt
distance attālums
significant nozīmīgas
team komanda
see aplūkot
stress uzsvēra
dead mirušie
hall zālē
most vairumu
synthesis sintēze
two divi
diacritical diakritiskās
a izveidotu
hostilities karadarbības
valence valences
enchants apbūve
arts māksla
athletes sportistu
autumn rudenī
bee bišu
others pārējiem
there turieni
set noteikts
reached sasniegt
plowed uzvaru
even pat
together reizē
agate ahāts
hoped cerēja
mutually savstarpēji
asia āzijā
community komūnas
was veica
romance romāņu
municipality pašvaldību
hemisphere puslode
single vienotā
plateaus plakankalnes
autonomy autonomiju
home mājaslapā
poem dzejoļi
districts rajoni
lion lauvai
combines apvieno
electronics elektroniskās
affect ietekmēt
systems sistēmām
organization organizācija
founded nodibinājās
dallin daļiņu
grave kapu
portuguese portugāļi
production ražošanai
largely mēra
below apakšā
marked iezīmējas
past pagātnē
desert tuksnesī
register ieraksta
intranet iekšējais
ward bīskapijas
greatest vislielākā
principles principiem
dog suņi
color krāsu
strengthens nostiprina
championship čempionāta
road cēla
home iekšlietu
courses kurši
user lietotāja
favorite izlasei
shortly neilgi
brother brāļa
distance attālumu
features iezīmes
ogres ogrei
tower torņi
league līgu
district novads
enemy pretinieka
down leju
areas jomas
red sarkanā
steel tēraudu
ages viduslaikos
guard aizsargā
monuments pieminekļu
drops pīles
combinations kombinācijas
painting gleznām
brain smadzeņu
interpretation interpretāciju
accepted pieņemts
ernest ernests
nitrogen slāpeklis
used izmantotas
reptiles rāpuļi
appointed iecēla
fishing zvejas
living dzīvojošie
church baznīcas
rebel nemiernieku
bearing gultni
type paveids
chlorobenzene hlorbenzols
channel kanāliem
colonies kolonijām
aegean egejas
protocols protokoli
criticize kritizē
commercial tirdzniecības
specific konkrētā
skills prasmes
chain ķēdē
multiply vairojas
replaced nomaina
cesium cēzijs
more labāku
profit peļņas
diverse dažādām
changes maiņa
making pieņemšanas
announced paziņoja
aluminium alumīnijs
stat štatu
e-mails e-pasts
transmission pārraide
disorders traucējumi
developed attīstīta
saint svētais
france francijai
northwestern ziemeļrietumu
hunt medī
optics optika
business biznesa
fume sūta
destroy iznīcināt
often nereti
etc. utml
international starptautisko
massively masveidā
won izcīnīja
wash apskalo
ideologies ideoloģiju
female mātīte
car automašīnu
interchange apmaiņas
proletariat proletariāts
allies sabiedrotie
charles šarls
city pilsētu
mosque mošeja
houses nami
member deputātiem
formed veidojies
election vēlēšanu
office pārvalde
later vēlākie
effort centienus
thus tādējādi
new jaunas
acquired ieguvuši
latvians latvieši
logarithm logaritms
team brigādes
united apvienotas
areas rajonos
passing tuvo
singers dziedātāji
simple vienkārša
sphere sfērā
processing apstrāde
tads tāds
antique antīkā
be jāņem
fracture lūzuma
suicides pašnāvību
liberation atbrīvošanas
session sēdē
produce ražot
oceans okeānos
august augustā
relationship sakarību
effect ietekmē
sofia sofija
modern modernā
accurate precīzāk
russians krievi
many daudzie
relating attiecība
developed attīstīti
strong spēcīgas
allies sabiedrotajiem
composition sastāvā
kadai kādai
sources avotiem
sfera sfērā
custom paražas
left pameta
lakes ezeriem
i l
determination noteikšana
special īpaša
arrived ieradušies
want grib
statues statujas
sheet lapā
reptile rāpuļi
other pārējiem
international starptautiski
determine noteikto
hawaii havaju
be būtu
cadmium kadmijs
albania albānijas
socrates sokrats
finnish somijas
held rīkotas
enters ienāk
beijing pekinas
wings spārni
quickly ātri
matsu maču
difficult grūti
slow lēnām
city pilsētas
innovation inovāciju
ruling valdošās
respond atsaucās
improving uzlabojās
place atrašanās
combination kombinācijas
now tagadējā
this šis
switching pārejot
brother brāļi
painted gleznoja
do sakarā
album albums
collar sākas
organic organisko
legislative likumdošanas
no nekādas
not nevajag
maintenance uzturēšanai
exercise realizē
was bijusi
logarithm logaritmu
contradiction pretrunā
used lietotie
p lpp
arts mākslas
questions jautājumus
special speciālas
administration pārvaldē
not ne
defeat sakāvi
therefore tādēļ
monetary naudas
technical tehnikas
investigator pētnieks
developments norises
other citiem
found atradis
paraffin parafīna
global globālā
placed novietota
air gaisā
horizon horizonta
two divos
indian indiešu
view uzskatiem
theodore teodors
mesopotamian mezopotāmijas
album albumu
taoism daoisma
equal vienāds
demanded prasībām
iran irānā
freedom brīvību
used lietotājiem
fear bailes
mining ieguves
develop izveidoties
environment vides
place vieta
parliamentary parlamenta
bore nēsā
post amata
marshes purvi
socrates sokratu
marketing mārketings
administrative administratīvais
four četri
main galvenā
large lielai
collect savākt
prophet pravietim
name nosaukumus
format formātā
atmospheric atmosfēras
management vadību
first pirmo
graduation beigšanas
counted skaitījās
andre andrē
executed izpildīta
nina viņu
persia persijā
arranged sakārtota
digital ciparu
planet planētām
acid skābēm
about apm
cereals labību
you jūs
acquired ieguvusi
diversity daudzveidība
ways veidus
cotton kokvilnas
dennis deniss
but bet
game spēli
wink aci
information informācija
settlers kolonistu
pressure spiediens
measurements izmēriem
open atklāta
history vēsturē
of par
muscles muskuļiem
example piemērs
arrives ierodas
internal iekšējo
french franču
latin latīņu
case gadījums
area teritorijās
process procesā
communication komunikāciju
meant domāts
skoda škoda
kings karalim
sofia sofijas
flee bēgt
elected ievēl
no nenotiek
magic maģijas
metals metālu
ed ēd
mozart mocartam
other citām
mexico meksiku
historical vasarā
time reizē
types kārtās
ethnic etnisko
then nekā
set kopumā
center centrālais
progress progresu
c č
einstein einšteina
piercing pīrsings
representatives pārstāvjiem
currency valūtas
christianity kristietība
drama drāmas
less mazāku
built uzcēla
achieve sasniegt
what kādus
sanskrit sanskrits
raise celt
sciences zinātņu
architecture arhitektūrai
old vecie
affected ietekmējusi
favorites izlasi
england anglija
leadership vadības
components dalās
prophet pravietis
politician politiķis
ventspils ventspilī
resnais renē
shaping veidošanā
prevent novērstu
ideology ideoloģija
tower torņa
provided sniedza
predators plēsējiem
employees darbinieku
it to
metals metāls
election vēlēšanas
example piemēru
substances vielas
pressure spiedienu
living dzīvojošo
ancestors priekštečiem
items priekšmetiem
bay līči
door durvis
sveta svētā
when atrodoties
cuban kubas
internal iekšējais
causes izraisa
sound skaņa
surface virsmas
judaism jūdaisms
musicians mūziķes
some dažas
history ģeogrāfiju
territory teritorijām
treasure dārgumu
people pers
meeting sapulces
arabi arābi
problems problēmām
highly augsti
plates plātnēm
power spēks
flowers ziediem
work darbā
show paceļot
asylum patvērumu
wilde vailds
moscow maskavas
prior iepriekšējās
position pozīcijā
weapons ieroču
turkey turcija
quantity daudzuma
division apakšklase
single singls
less mazāks
english anglijas
opposition opozīciju
extent apjoms
pastures pļavas
does dara
water ūdenim
generic sugas
reminds atgādina
called sauktā
rate līmenis
sub- apakšnozares
frequencies frekvences
up veido
settlement apmetne
era laikmets
methods metodēm
petit pētīt
contract piešķirtas
began iesāka
river upei
mane krēpes
husband vīra
tener treneris
rituals rituāliem
home mājas
into nonāk
event notikuma
slow lēni
church baznīca
tradition tradīciju
materials materiāls
provinces provincēm
horses zirgiem
retina tīklenes
website tīmekļa
stake štāba
master kungu
covenant derībā
observed novērojamas
slave vergu
backs muguras
economy tautsaimniecība
herd bara
structure uzbūvi
politics politikas
four četrās
holmium ho
right labo
jewish jūdaisti
means nozīmē
really reāli
large lielākām
spread izplatīšanās
game spēle
upward augšu
valley ielejas
comedy komēdijas
greek grieķiem
seasonal sezonas
attacks uzbrukumiem
building celtniecība
laws likumus
results rezultātu
other pārējie
masses masām
function darboties
regarded uzskatāms
conquest iekarošana
survived saglabājušās
magnetic magnētiskais
authority iestāde
words vārdos
hour stundas
strengthened nostiprinājās
europeans eiropiešiem
conflicts konflikti
points apskates
reps repše
classical klasiskajā
civilization civilizāciju
constitutional konstitucionāla
romans romāns
hill kalnā
astronomers astronomi
alexander aleksandrs
bound saistās
control kontroles
warning brīdinājums
stay palikt
era laikmetu
white baltās
form formā
ill saslima
joyce džoiss
game spēles
left kreisās
past garām
organizations organizācijas
temperate mērenās
institute institūts
players spēlētāja
bauman baumaņu
led veda
eggs olām
strengthen nostiprināt
logic loģika
geography ģeogrāfijas
ukrainian ukrainā
flows tek
performances izrādes
included iekļauti
official oficiālās
members biedriem
fruit augļus
moving virzoties
server serverim
electrical el
apparatus aparāts
review apskata
interpretation interpretācija
transmission pārraides
rumor baumas
two abu
depends atkarīga
relations attiecību
jewel dārgakmens
available pieejamas
music mūziķes
puller zirgs
turkish turku
feathers spalvas
arbitration š
is ir
meri mēri
slaves vergi
flying klīstošā
proportionality proporcionāli
translation tulkojums
efforts centieni
caucasian kaukāza
ethnic etniski
unit vienībām
said norādīja
found atrasts
alexander aleksandru
execute izpilda
seven septiņus
elephant zilonis
picture attēla
properties īpašumus
temporary pagaidu
large lielas
globalization globalizācijas
run vadītā
top augšējā
inductive indukcijas
childhood bērnība
gate vārtiem
chlorine hlora
months mēnešu
hard cieto
former bijušajās
bronze bronzas
legally juridiski
names vārdi
intranet iekšējās
rear aizmugurē
by pa
architecture arhitektūras
mineta minēta
house namā
main galvenos
hundred simts
recognition atzinību
base pamata
organization organizācijām
connected saistītas
animal dzīvnieku
not netiks
championship čempionāts
species sugām
krona kroņa
manufacturer ražotājs
warming sasilšanas
in tādos
peninsula pussalā
large liela
substances vielu
moss šūnas
religious reliģiskās
customer klienta
face seja
versailles versaļas
sincerely cieņu
finland somijai
each katrā
geographically ģeogrāfisko
swedish zviedru
opponent pretinieku
cold aukstas
food pārtikas
flourished uzplauka
diplomatic diplomātisko
target mērķi
three trijos
agreed piekrita
ernst ernsts
timber koksnes
direction virzienam
unit vienībās
presented iepazīstināja
acceptance pieņemšanu
sali sāļi
saeima saeimā
back atpakaļ
external ārējas
ltd sia
such tādi
empire impērijā
characters tēli
flu gripa
added pieskaita
design konstrukcijas
vote balsojuma
their savus
sea jūrām
chamber palāta
enough pietiek
showed liecināja
moscow maskava
tragedy traģēdijas
selected izvēlēts
terms termini
materials materiāli
school skolās
association asociācija
name nīčes
involved piesaistīja
neighborhood ģimenē
charles šarla
foreign ārzemju
poly poļi
chief galvenajām
island salā
crossed šķērsoja
pacts paketi
other citās
arena arēnā
council padome
mark marks
supply padevās
status statusa
up izveidojuši
india indijai
system sistēmās
poor vāji
capital galvaspilsētu
including skaitā
boundaries robežās
