other अन्य
beautiful सौम्य
socialist साम्यवादी
temperature तापक्रम
sword तलवार
power पराक्रम
range रेंज
idea युक्ति
own अपना
island टापू
only सिर्फ़
upload अपलोड
enter निवेश
gases गैसें
kalia कालिया
fault गलती
start आरम्भ
zoo चिड़ियाघर
amazing अदभुत
him उनको
bairam बैरम
karthik कार्तिक
upbringing परवरिश
dress पोशाक
machine मशीन
farmers किसानों
pharaoh फैरोओं
role भूमिका
road रास्ता
sad निराश
technical तकनीकें
live लाइव
tendency परतों
surname नन्दा
self स्व
tying बांधने
thrown डाली
dhritarashtra धृतराष्ट्र
godly प्रभुता
burden बोझ
kumaon कुमाऊँ
after बाद
moon चाँद
transliteration लिप्यन्तरण
e इ
way रास्ता
found मिलते
william विलियम
wars युद्धों
long दीर्घ
cliff प्रपात
traditional पारंपरिक
food भोजन
form गठित
fermentation किण्वन
active क्रियात्मक
presidency प्रेसीडेंसी
difference विभिन्नता
ship जहाज
taxi रिक्शा
23 २३
author साहित्यकार
manage संभाल
fusion विलय
cerebellum अनुमस्तिष्क
roads सड़कों
corners किनारों
gdp जीडीपी
only केवल
pune पूना
adult वयस्क
forty चालीस
categories श्रेणियाँ
discussions बातचीत
sky आसमान
drama नाटक
surrender शरण
generation परंपरा
sign प्रतीक
emerged निकला
epic ग्रंथ
jewish यहूदी
press दबा
occur बिखरे
support आधार
option विकल्प
known परिचित
e ई
allegations आरोपों
scent गंध
upa यूपीए
organization संस्थान
text टेक्स्ट
web वेब
use उपयोग
name रामधारी
rules नियमों
republic गणराज्यों
method रीति
saints सन्तों
winter शीतकाल
stone जीवाश्म
religion धम्म
scale सकल
saints ऋषियों
whose जिसका
own अपनी
linked जुड़ी
mansion हवेली
electron इलेक्ट्रॉन
doings गतिविधियाँ
strong गंभीर
resources संसाधनों
allowed अनुमति
writings कड़ियों
memory मेमोरी
shares अंशों
continuous निरंतर
rectangular आयताकार
relative सापेक्ष
offer पेश
