represent melambangkan
capsule kapsul
purpose tujuan
achievement prestasi
wildlife satwa
cited dikutip
fitness kebugaran
disappear menghilang
weeds gulma
derivative turunan
alignment jajaran
secret rahasia
angle sudut
eighth kedelapan
dominate mendominasi
his kerjanya
since semenjak
narrow sempit
meaningful bermakna
copy menyalin
replace mengganti
his suaranya
respire bernapas
culminate berujung
captain kapitan
combined dikombinasikan
apply berlaku
spoken disampaikan
staff pekerjaannya
positive positif
her kepadanya
mantle mantel
taboo tabu
reform pembaruan
processed diproses
recollect mengingat
rough kasar
his keinginannya
hunt berburu
trader pedagang
brotherhood persaudaraan
finite terhingga
happened terjadinya
denomination denominasi
lawyer pengacara
represent merepresentasikan
ammonia amonia
genome genom
bride pengantin
skill keterampilan
snow salju
civil perdata
infra-red inframerah
exchange tukar
proof bukti
regime kekuasaan
retreat pengunduran
invade menginvasi
arrangement pengurusan
filaments filamen
her memberinya
left kiri
trip perjalanannya
businesses usaha
procedure prosedur
oval bundar
rule kaidah
equator khatulistiwa
increment pertambahan
artistical artistik
deprivation pengambilan
dance menari
soothing menenangkan
specialization spesialisasi
force angkatan
processor pengolah
artist seniman
gen. jend
circulating beredar
usual biasa
fishing memancing
anything apapun
reply membalas
watch menonton
ex mantan
winner pemenang
can boleh
eternal abadi
escort mengantar
assume menganggap
care peduli
security keamanan
outside luar
quadratic kuadrat
four iv
do dilakukannya
shoot menembak
kingdom kemaharajaan
scenario skenario
impulse dorongan
entrepreneur pengusaha
conquered ditaklukkan
birds burung
antibacterial antibiotik
discarded dibunuh
maybe mungkin
satellite satelit
infringement pelanggaran
command memerintahkan
acquisition perolehan
tree pohon
believe keyakinan
mysterious misterius
ruin kehancuran
transformation berubahnya
erupt meletus
reversed dibalik
claim tuntutan
soup kuah
phrase frasa
vegetable sayur
organized diselenggarakan
oblong bujur
cash kas
extension penyuluhan
golden keemasan
infection infeksi
promise janji
balancing perimbangan
meant dimaksud
bite gigitan
expert pakar
qualification kualifikasi
dependence ketergantungan
trustees pengawas
decrease menurunkan
officiate menjabat
target sasaran
transport perhubungan
slave hamba
side samping
does halnya
sit duduk
described diuraikan
independence kemandirian
wide beraneka
them mereka
terrorism terorisme
iron besi
plant tumbuhan
symantec semantik
deliberation permusyawaratan
his cintanya
into menuju
her membawanya
presented dipersembahkan
country negara
contained terkandung
growing berkembangnya
carbon arang
tight ketat
common awam
residue sisa
romance percintaan
her dibuatnya
printer pencetak
manifestation perwujudan
limitation pembatasan
assimilation perpaduan
bond ikat
freelance lepas
presenter penyiar
execution pelaksanaannya
temperature temperatur
react bereaksi
compete adu
superficial dangkal
his jabatannya
meant dimaksudkan
print mencetak
seen terlihat
wireless nirkabel
rainbow pelangi
bet taruhan
symbolize melambangkan
empty kosong
required diperlukan
destination dituju
send mengirim
accountant akuntan
intended ditujukan
appropriation penyediaan
cause penyebabnya
paragraph ayat
percent persen
deer rusa
receipt resi
religious keagamaan
parent induk
pan panjalu
indigenous pribumi
lacking kurangnya
orange jingga
universitas college
bronze timah
happened dialami
style bergaya
release mengeluarkan
yellow kuning
publish menerbitkan
commitment komitmen
his rakyatnya
hut pondok
shoot kecambah
obligation kewajibannya
field bidang
social sosialnya
a suatu
fasting berpuasa
envelope selubung
reason alasan
outcast buangan
envoy duta
cheats menipu
revoked dicabut
myth mitos
broom sapu
university perguruan
preface pendahuluan
ideology ideologi
hybrids hidrida
officer petugas
soft halus
scary menakutkan
attribute atribut
leave meninggalkan
natural alami
redirected dialihkan
return mengembalikan
partnership perseroan
effect akibat
truth kebenarannya
jewel ratna
brilliant gemilang
increasingly makin
war peperangan
fluctuation gejolak
formed terbentuk
duplication perbanyakan
musicians musisi
companion pendamping
elders sesepuh
affected dipengaruhi
services jasanya
sharp tajam
train melatih
free bebas
interpreter juru
various bermacam
government pemerintahannya
controlled terkendali
pressure tegangan
given dikenai
byzantium bizantium
geography geografi
bad buruk
evaluation penilaian
advisor penasehat
quotes ungkapan
kidnapped diculik
fitted dipasang
eukaryote eukariota
centered berpusat
symphony simfoni
honor menghormati
wherever manapun
zinc seng
saga hikayat
matrix matriks
kill membunuh
owner pemiliknya
now sekarang
fortunately untungnya
suffered diderita
mid pertengahan
disappear hilang
extinct punah
civilization peradaban
eagle garuda
start memulai
raise menaikkan
form rupa
associate berasosiasi
siphon mengalirkan
lost kehilangan
investigate menyelidiki
wine anggur
phosphorus fosfor
divinity ketuhanan
focus bertumpu
promise menjanjikan
growth tumbuhnya
her wujudnya
tiger harimau
look nampak
three tiga
consider menganggapnya
accusation tuduhan
youngster pemuda
turn putaran
magnitude magnitudo
ancient purba
union koperasi
s kecambah
utterance ucapan
monitoring memonitor
heritage peninggalan
emissary duta
livelihood pencaharian
killed terbunuh
demography demografi
electromagnetic elektromagnetik
longest terpanjang
caspian kaspia
discussed dibicarakan
nearest terdekat
replication replikasi
culture kultur
impressed terkesan
nationalism nasionalisme
queen ratu
assessment pengkajian
idle kosong
written tertulis
soybean kedelai
accompany menyertai
saliva liur
dynamic dinamis
invertebrates invertebrata
brigade brigadir
specific tertentu
completely serba
do melakukannya
unification penyatuan
used terbiasa
bomb bom
moss lumut
you kalian
flexible fleksibel
seed bibit
bear bertanggung
commemorated diperingati
chloroplast kloroplas
reach sampai
photograph fotografi
founded berdirinya
general jend
sun matahari
suggested disarankan
instead gantinya
rome roma
arts kesenian
case hal
mucus lendir
graphic grafik
tens puluhan
related sehubungan
born lahirlah
lane buwono
separated berpisah
authorization kuasa
tribute penghormatan
typically khasnya
sister saudara
name menamakan
result hasilnya
era kurun
sheets lembaran
development pembangunan
combined digabungkan
contest kontes
advertisement iklan
increase meningkat
analyst analis
tomb kubur
great agung
base landasan
cure menyembuhkan
island pulau
contain memuat
volley voli
care perawatan
loses kehilangan
nobleman bangsawan
passenger penumpang
parents tuanya
her saudaranya
combined tergabung
comprehension pemahaman
dynasty dinasti
eaten dimakan
dam bendungan
central sentral
publishing penerbitan
local lokal
wander merantau
intensive intensif
pot ganja
blessing rahmat
independence kemerdekaan
his tubuhnya
ratings peringkat
dense pekat
told dikisahkan
showed ditampilkan
fan penggemar
expand memperluas
distributed diedarkan
tennis tenis
distribution penyaluran
bureau biro
rice padi
democrat demokrat
thorough cermat
chance peluang
diffusion difusi
confession syahadat
series rangkaian
created tercipta
shoe sepatu
allied bersekutu
her hatinya
second detik
show pertunjukan
table tabel
vampire vampir
storing penyimpanan
inland pedalaman
constitute merupakan
flourish berkembang
cartoon kartun
trademark cap
mixed campuran
mean bermakna
pet peliharaan
agreed bersepakat
desire keinginannya
clump rumpun
culture kultus
vinegar cuka
involve melibatkan
surprise mengejutkan
projection proyeksi
use memakai
creation penciptaan
liquid cairan
chirp kicauan
contest lomba
agrarian agraris
developer pengembang
various berbagai
sleep tidur
on atas
willingly rela
actor pelaku
mrs ny
user pengguna
listed didaftarkan
contain mengandung
levee tanggul
reputedly konon
celebration perayaan
impose memberlakukan
coverage cakupan
rule kekuasaan
whatever apapun
connected terikat
between diapit
severe parah
genetics genetika
prorogation pengunduran
style langgam
bloody berdarah
his wajahnya
chloride klorida
god allah
corridor koridor
council majelis
light cahaya
defeat kekalahan
continued melanjutkan
avoid menghindari
mile mil
craft kerajinan
rotation rotasi
enactment diberlakukannya
powered dipersembahkan
information informasi
philippine filipina
place kelantan
opponent lawannya
turnover pergantian
earlier dahulu
balance neraca
side kubu
his tetangganya
detained ditahan
configuration konfigurasi
sight penglihatan
whoever siapapun
sharia syariat
gatherers pengumpul
colonial kolonial
copper tembaga
fundamental asasi
search cari
biology biologis
shaman dukun
tunnel lorong
appear timbul
making penyusunan
imported didatangkan
eu ue
disclosure pengungkapan
request permintaan
flood luapan
composer penyusun
king rajanya
eat makan
envy iri
claim dituntut
called menggelar
propose mengemukakan
weird aneh
courier pengantar
cause sehingga
first pertamanya
eclipse gerhana
english inggris
hasten mempercepat
adapted disesuaikan
mass bermassa
expertise keahlian
gauge pengukur
sanction sanksi
move pindah
speaking penutur
arena gelanggang
driven digerakkan
confederation persekutuan
cause menimbulkan
discussed dibahas
so agar
hungry lapar
doubled berganda
demand tuntutan
sanctions sanksi
before terdahulu
incidental mendadak
reference acuan
control mengontrol
respiration respirasi
lot banyak
quote kutipan
dedication pengabdian
invaded menginvasi
sending penyampaian
cooperate bekerjasama
national nasional
hospital rs
particularly khususnya
side sisinya
filled isi
observatory observatorium
lowered diturunkan
aged berumur
propeller baling-baling
quadrate kuadrat
people masyarakat
his keturunannya
settings pengaturan
surpass melampaui
lie terbentang
entities entitas
stage stadium
infection penularan
growth perkembangannya
implemented diterapkan
technology teologi
steam uap
stink bau
integrated terpadu
stimulate merangsang
producing menghasilkan
replacement penggantian
underlie mendasari
food pangan
commando komando
warning isyarat
reasons alasan
reference referensi
mode modus
disclosed diungkapkan
work kerja
kelapa kalapa
bought terbawa
ensure menjamin
falkirk karawang
from dari
advancement kemajuan
axis sumbu
fried goreng
escape meloloskan
expressions diungkapkan
love sayang
community ummat
specific khusus
handle menangani
basic dasar
zodiac zodiak
temperature suhunya
alien allen
separate berpisah
diverse beragam
can bisa
biochemistry biokimia
singing bernyanyi
renovation perombakan
concentrated terpusat
together bersama
physiology fisiologi
pollution pencemaran
art kesenian
dipole dipol
equal setara
sign menandatangani
outfit kelengkapan
surrender penyerahan
story bercerita
desert gurun
master menguasai
rapid pesat
scout pandu
no tidaklah
german jerman
colony jajahan
entertainment hiburan
clothing busana
occasionally sesekali
shorea meranti
genetic genetik
pathogen patogen
migration perantauan
released dirintis
conquest penaklukan
equity pemerataan
for selama
connection koneksi
battle bertempur
graphic grafis
save menghemat
orchid anggrek
east timur
persian persia
cover mencakup
share membagi
signed ditandatangani
cosmos semesta
marxism marxisme
recommended disarankan
principle kaidah
vulnerable rawan
valley lembah
imperialist penjajah
governor patih
side pihak
census sensus
fair wajar
album albumnya
caliph khalifah
roll gulungan
wisdom kebijaksanaan
used dipakai
logistic logistik
eukaryotes eukariota
suppress meredam
his kecepatannya
fellow sesama
fired dipecat
shape bentukan
fake tiruan
teacher guru
calculated dihitung
provided disediakan
rainfall curah
hippo badak
organizing penyelenggaraan
weave tenun
catching penangkapan
audience penonton
happened menimpa
proposal usulan
expansion perluasan
prehistory prasejarah
clan marga
caused mengakibatkan
ladder jenjang
anyone siapapun
is apakah
arrangement susunan
predicted memprediksi
carbonate karbonat
mathematic matematis
contention perebutan
mercenary bayaran
act beraksi
opening bukaan
allow dibenarkan
predicted memprediksikan
parent orangtuanya
result akibat
concept konsepsi
bile empedu
hope harapan
infected terinfeksi
form membentuk
resolution ketetapan
communication komunikasi
ionization ionisasi
sixth keenam
dispose membuang
told menceritakan
brigadier brigadir
picture gambar
held diselenggarakan
hlc ktt
magical sakti
ordered urut
prohibition pelarangan
flour tepung
leave menyisakan
ball bola
return pengembalian
survived selamat
concept paham
sumatra sumatera
soft lunak
ridge tambak
modelling pemodelan
history historis
use memanfaatkan
furlough cuti
joints sendi
empty bermuara
trust perserikatan
comment komentar
proved dibuktikan
majority mayoritas
lizard kadal
parachuting payung
adjacent berbatasan
better maju
travel berkeliling
watcher penonton
reach mencapai
apparently rupanya
follower penganut
solid padatan
choreography koreografi
side tepi
mixed tercampur
coated berlapis
reimbursement penggantian
importer importir
priest pendeta
prepare menyiapkan
girlfriend pacar
enclosed tertutup
resonance resonansi
declination penurunan
prepare mempersiapkan
change ganti
player pemain
arrive datangnya
writing karangan
wide lebarnya
kitchen dapur
detail rincian
visit ziarah
enjoyed dinikmati
urine kencing
astrophysics astrofisika
socialist sosialis
behavior perilaku
use guna
welcomed disambut
colored diwarnai
recognize mengenali
garbage sampah
changes peralihan
cue isyarat
instability ketidakstabilan
narration narasi
completeness kelengkapan
called disebut
tiger macan
tested dicoba
from darinya
shown diperlihatkan
artefacts artefak
seminar penataran
dose dosis
cliff jurang
its sifatnya
evolve berevolusi
exercise latihan
above keatas
rights asasi
distribution persebaran
congo kongo
stage jenjang
coming datangnya
inscription prasasti
his gurunya
grandmother nenek
direct mengarahkan
forbidden larangan
position posisi
irritation iritasi
fundamental mendasar
clause ketentuan
sprout tunas
master tuan
constant konstan
stay menginap
thin tipis
race pacu
fall runtuhnya
give diberikan
group gugus
book kitab
surprised terkejut
repeat ulang
farmer tani
earned didapat
except kecuali
cyclone siklon
employee pegawai
flow mengalirkan
cellphone ponsel
design merancang
meaning maksudnya
function berfungsi
based mendasari
movements gerakan
proclaim memproklamasikan
points poin
retaliation pembalasan
intention niat
high layang
jumping lompatan
accidental kebetulan
die mati
childhood kecilnya
discourse wacana
post pos
though walau
direction jurusan
induces menginduksi
researchers peneliti
anaerobic anaerobik
july juli
his badannya
campaign kampanye
constraint kendala
increasing meningkatnya
arrowroot garut
often seringkali
married menikahi
epic wiracarita
clean membersihkan
flask labu
dates tarikh
athlete atlet
wide luas
forwarded diteruskan
brake rem
matriz matriks
plunge terjun
beak paruh
between antara
fractional pecahan
sprite tuak
destiny takdir
victory victoria
use mempergunakan
predicate predikat
after sesudahnya
wash mencuci
treat merawat
mirror cermin
sold dijual
implementation penerapan
fertile subur
addition penjumlahan
starring dibintangi
hurt melukai
religion religi
need kebutuhan
sanctuary suaka
pull tarikan
secure mengamankan
when apabila
wound luka
working bertugas
logistics logistik
package packet
month bulan
identify mengidentifikasikan
retired mengundurkan
groups berkelompok
painful nyeri
swamp rawa
skill kecakapan
poison racun
horn tanduk
self sendiri
all semua
radioactive radioaktif
level muka
capitalist kapitalis
organization organisasi
cheerful ceria
would mau
continuous berkelanjutan
categorized tergolong
insult menghina
immunity imunitas
witness kesaksian
then lantas
manipulation memanipulasi
vesicles vesikel
intelligence akal
decline menurun
food makanan
compound campuran
trained terlatih
archaeologist arkeolog
idol idola
reinforce menguatkan
magnetic magnetik
her mengalahkannya
city kotanya
limitation batasan
curve melengkung
actor pemain
weaving tenun
humiliate menghina
race suku
mechanical mekanis
lane jalur
philosopher filsuf
fact kenyataannya
observing memperhatikan
lieutenant kapitan
write menuliskan
naturalist naturalis
coated dilapisi
mechanical mekanik
friends berteman
palm telapak
overseas perantauan
seeds biji
carrier pengangkut
body badannya
noted mencatat
journey perjalanan
protection proteksi
experimental eksperimental
methanol metanol
heart hatinya
pronounced diucapkan
idea gagasan
spray semburan
pronunciation pengucapan
traded diperdagangkan
unidirectional searah
arrange diatur
urge dorongan
deceased almarhum
decreasing penurunan
modified dimodifikasi
artist artis
her kulitnya
safety keselamatan
vegetable nabati
economy perekonomian
session sesi
smelted lebur
aqueous encer
fastest tercepat
views dilihat
pass berlalu
export ekspor
distribution sebaran
sung dinyanyikan
strand pesisir
want menginginkan
scale skala
teach mengajar
collected terkumpul
flat datar
guerilla gerilya
throat tenggorokan
collection koleksi
starred dibintangi
accused dituduh
do mengerjakan
name gutawa
profitable menguntungkan
reading bacaan
narrative narasi
livelihoods pencaharian
union perserikatan
just hanya
inheritance temurun
migrated hijrah
colonizer penjajah
coach pelatih
containment pengurangan
rib rusuk
sponsored disponsori
six enam
stable stabil
comparing dibandingkan
residence kediaman
supervisor pengawas
behavior kelakuan
thread benang
protect melindungi
co-ordinate berisikan
written bertuliskan
validity berlakunya
sign isyarat
applied diaplikasikan
submit menyerahkan
notable terkemuka
return pulang
rights hak
infidel kafir
remember diingat
reduction pengurangan
focusing berfokus
support menunjang
overflow melimpah
handover penyerahan
located berlokasi
willing bersedia
freeze membeku
tot tol
petition permohonan
traced ditelusuri
proposal usul
apricot berbiji
wind bayu
avoid dihindari
handshake menjabat
if bila
telephone telepon
defend menahan
recreation rekreasi
through lewat
align bersekutu
terms segi
confucianism konghucu
veteran purn
arthropods arthropoda
sales penjualan
achieved tercapai
criticism kritik
reverse kebalikan
arranged tersusun
crude mentah
harvest menuai
made berbahan
interpretation interpretasi
precisely justru
densest terpadat
regulated disusun
vehicle kendaraan
singing nyanyian
shari'a syariat
transportation angkutan
is dimaksud
ex bekas
asked menyuruh
classification pengelompokan
temple biara
connection hubungan
manpower tenaga
sect sekte
performance penampilannya
synthesized disintesis
has punya
school perguruan
determine menentukan
common biasa
room ruangan
detective detektif
light menyala
wheels roda
classified mengklasifikasikan
skills keterampilan
made dibuat
hobby kesenangan
sleep menginap
fermentation fermentasi
goose angsa
till hingga
foundation yayasan
mask topeng
sealed menyegel
dormitory asrama
running berjalannya
trapped terjebak
exact tepat
nausea mual
fault kesalahan
load beban
soul nyawa
stock sahamnya
regent bupati
solvation kelarutan
left tersisa
roughly ±
advantages kelebihan
different berlainan
consultation konsultasi
seedling kecambah
power daya
gay gayo
spearheaded dipelopori
hall dewan
service servis
plan rencananya
family keluarga
his namanya
mobilize mengerahkan
answer menjawab
enter masuk
friend sahabat
home rumahnya
spend belanja
peanut kacang
brightened penerangan
run dijalankan
review mengkaji
calender kalender
partner rekan
overlap tindih
personnel personel
book bukunya
credit beban
held dipegang
result diakibatkan
publication penerbitan
become →
colombia kolombia
winner juara
maintained dipertahankan
dawn fajar
truth benar
encyclopedia ensiklopedi
modify memodifikasi
pioneer pelopor
award penghargaan
key kunci
reservation lindung
immediately segera
involvement keterlibatan
deficit defisit
writing tulisan
stick melekat
rise bangkit
freed terbebas
workman juru
high tingginya
counting mengira
defined dirumuskan
any apapun
era masa
general jenderal
academy akademi
evidenced dibuktikan
payment pembayaran
include memasukkan
in-depth mendalam
from berasal
embryo janin
committee komisi
empire kekaisaran
logarithm logaritma
affordable terjangkau
wave gelombang
left dibiarkan
mexico meksiko
pornography pornografi
closed ditutup
so jadi
nutmeg pala
tobacco tembakau
view tampilan
removed dihilangkan
positioned berkedudukan
i dalem
reaction rekreasi
entity entitas
threat ancaman
africa afrika
fit muat
tail ekor
guard pengawal
marry kawin
it ti
target dituju
talent bakat
salty asin
dirt kotoran
explode meletus
ability kemampuan
plain mentah
experiment eksperimen
raging mengamuk
spirit arwah
her digunakannya
invitation undangan
set mengatur
facet segi
inner batin
blocked ditahan
witch penyihir
allowed diizinkan
origin cikal
waterfall curug
smart cerdas
balloon balon
passion gairah
needs kebutuhan
lend meminjamkan
theory teori
edition terbitan
swedish swedia
his miliknya
coal batubara
calm menenangkan
rotation putaran
serious serius
uterus rahim
regency kabupaten
treated diperlakukan
call memanggil
agent agen
reading pembacaan
section bagian
context konteks
handicraft kerajinan
ionosphere ionosfer
complete menyempurnakan
founder penemu
package paket
witness menyaksikan
wrist pergelangan
double rangkap
secretariat sekretariat
controlling mengontrol
developers pengembang
censor sensor
based berbasis
face wajahnya
protest protes
successor pengganti
lime kapur
dangerous berbahaya
january januari
required diwajibkan
enemy musuh
astronomer astronom
confederation konfederasi
allow memperbolehkan
clock pukul
vesicle vesikel
announced diumumkan
signature tendangan
famine kelaparan
pre pra
son putranya
greet menyambut
live hidup
surprising mengejutkan
may mei
call menyebut
beer bir
hi kembalinya
released dilepaskan
chaos kekacauan
isotope isotop
convincing meyakinkan
capture tangkap
died meninggal
fill diisi
cholesterol kolesterol
knife pisau
pretend pura
ballad balada
legal sah
female wanita
au sa
named bertajuk
gradually bertahap
infection peradangan
summit ktt
prosperity kemakmuran
damaged rusak
mention menyinggung
symptom simtoma
discovery temuan
people masyarakatnya
bee lebah
grief duka
special khusus
prevented dicegah
competition adu
cassava ubi
verse pantun
feces kotoran
design disain
mold kapang
which yang
problem soal
original aslinya
rebel memberontak
crashing menerjang
source sumber
blur kabur
supply suplai
chip keping
famous ternama
victory kemenangan
magical gaib
appeal memohon
income penghasilan
jungle utan
clever pandai
if kalau
fishery perikanan
legitimation legitimasi
receptor reseptor
swift deras
human manusia
bridge jembatan
debt utang
almost hampir
then kemudian
state kota
laws uu
zoomed diperbesar
complex komplek
division pembagian
observe memantau
humid lembap
giant raksasa
study studinya
hiding menyembunyikan
wave ombak
corps korps
cairo kairo
circulate beredar
love cinta
catalytic katalis
dioxide dioksida
enzyme enzim
sponsored dipersembahkan
spinning berputar
line baris
after setelahnya
surrounding sekitarnya
people orang
micro- mikro
sound bunyi
correct benar
calendar kalender
dense lebat
topology topologi
synthesize sintetis
