other अन्य
fifth पञ्चमी
recent हालसालै
lok लोक
rituals संस्कृतिको
advertise प्रचार
colonist औपनिवेशिक
leaves साग
order निर्देशनमा
land जग्गालाई
ratna रत्न
kept राखि
female महिला
18 १८
speed गती
birds चराचुरुङ्गी
1920 १९२०
clothes कपडालाई
do रहन्छ
that त्यो
is पर्छन्
4000 ५०००
single एउटै
popular चर्चित
eastern पूर्वि
surkhet सुर्खेत
these यिनिहरु
people मान्छे
places ठाउँहरु
governor गभर्नर
guilt दोष
mainland महाद्वीपको
republic गणतन्त्रमा
summer गृष्म
country मुलुक
generations पुस्तासम्म
give दिनुपर्छ
peoples व्यक्तिहरूले
certificate मिति
well-being सुख
but तैपनि
dr. डा
trade व्यापार
1912 १९१२
divided विभाजीत
jai झैं
transition सक्रान्ति
rana रण
college कलेजको
sent पठाउने
north उत्तरतर्फ
environment परिवेश
cities शहरहरू
sangha सङ्घ
techniques तरीकाहरू
huna हुन
a.d. इसं
salty खार
helper सहयोगी
haran हरण
1962 १९६२
company कम्पनीको
test जाँच
campus क्यम्पस
party |दल
shamil शामिल
air वायुको
mill मिल
kavitha कविता
free स्वतंत्र
area तिरो
temple मठ
following निम्नलिखित
contact संपर्क
singh सिंहले
public जनतामा
analyse मूल्याङ्कन
f एफ
calcutta कलकत्तामा
god देवताका
longitude देशान्तरमा
stupa स्तूप
silence मौन
advice सल्लाह
108 १०८
type खालका
approved पारित
smooth सुमधुर
prayer स्तुति
people लोक
sectors क्षेत्रमै
assistant सहायक
annual बार्षिक
broad चौडा
items सामग्रीको
internet इन्टर्नेट
wars युद्धहरू
her इसाको
song गान
bharti भारती
pictures चित्रहरू
ganga गङ्गाको
meal भोजन
cities शहरहरु
russian रुसी
government सरकारद्वारा
started थालिएको
tell दुम्सी
