will vullnetin
head shefit
archaeological arkeologjike
celestial qiellorë
victory fitoren
introduced futur
plane avioni
distributed shpërndarë
derive rrjedhin
distribution shpërndarjes
heritage trashëgimi
color ngjyrën
romania rumani
objects objekteve
sides anët
reach arrijnë
observed vërehen
ships anijet
matter lëndën
assembly kuvend
present tanishëm
some ca
herodotus herodoti
lead udhëheq
father babai
embryo embrion
west perëndim
argued argumentuar
describe përshkruajnë
functions funksioneve
mrs. zonja
naturally natyrisht
eggs vezë
jews çifutëve
coastal bregdetare
israel izraeli
channels kanalet
including përfshi
ore mineralit
called quhet
optical optik
accepted pranuara
leave linte
body organizmit
italian italiane
tried përpjekur
opportunities mundesi
tie lidhën
mecca mekka
athens athinën
e etani
microbiologists mikrobiologjia
macedonia maqedonise
k gj
level nivel
opinion opinionit
january janari
howler qafë
extensive gjera
points pike
changed ndryshuar
zeus zeusit
phonetic fonetik
hearts zemrës
philippines filipinet
prevent pengonte
gate porta
signing nënshkrimin
do bëj
attention vëmendjen
secular laike
accepted pranohet
support përkrahje
ukraine ukraina
masses masave
caesar çezari
ground terren
replaced zëvendësoi
supply furnizimi
separation ndarjes
all tëgjitha
snow dëborës
former dikurshme
live jetuar
eagle shqiponjën
other tjerë
league lidhjen
mr. z
beneficiary përfitonte
people personat
pedagogical pedagogjike
mind mendja
environment ambient
phenomena fenomeneve
final përfundimtar
passport pasaporta
placed vunë
express shprehur
germans gjermanëve
execute zbatuar
table tabelë
some ndonjë
microbiology mikrobiologjia
north veriu
do bënin
horses kuaj
works punëve
provides siguron
entry hyrjes
read shkruhej
military ushtria
finally përfundimisht
mechanics mekanikes
had duhej
river lumit
the les
gucci guci
albanian albanesi
testify dëshmojnë
moving vendosej
communication komunikimit
ascribed atribuohet
enter futej
besides krahas
critical kritike
organised organizohet
committee komiteti
invasions pushtimeve
information informacionin
rome romës
dialect dialekti
confederation konfederatës
tobacco duhan
articles nene
meet takuar
aside përbri
consequences pasoja
death vdekje
areas zonave
region rajonit
profesional profesionale
koran kuran
time kohërave
surroundings rrethinën
leader prijës
beliefs besimet
protocol protokollin
written shkruara
same njësoj
past kaluar
millions miliona
confirmed vërtetuar
party partia
mountain mali
changes ndërron
minority pakica
clock sahatit
models modele
slavs sllavëve
ethnographic etnografike
related lidhet
brother vëllait
presented paraqitej
media mediat
michael majkëll
life jetësor
near afër
zealand zelandës
fasting agjërimi
follow vijojnë
received marre
centers qendrat
prey pre
pressure presioni
ends përfundoi
emperor perandorit
list listë
framework kuadrin
historically historikisht
allow lejoi
willing gatshëm
mind mendje
b.c. pk
creative krijuese
finish përfunduar
to ta
middle mesin
aircraft avionëve
entry hyrëse
pressure presion
macromolecules makromolekula
information informacionit
remained qëndroi
critical kritik
surface siperfaqe
region rajonin
hesiod hesiodi
management administrimit
different ndryshëm
courts gjykatat
skills aftësive
extraordinary jashtëzakonisht
classified klasifikohen
understand kuptojë
ends përfundon
governing qeverisja
purpose synimi
activities aktiviteteve
just sapo
village fshati
captured pushtua
jobs pune
alphabets alfabete
love dashurise
missed humbura
elementary fillor
illyria iliria
curve lakorja
potable pijshëm
ill sëmurë
iceland islanda
current rrymës
communication komunikimin
animal kafshe
assistance asistenca
name vaçe
accompanied shoqërua
dedicated përkushtuar
aim synojnë
nationalist nacionaliste
religious fetar
carboxylate karboksil
part pjesë
studies studimeve
there ekzistonin
organism organizmit
neighbor lagjen
one njëri
end mbarimit
wire tela
momentary momentalisht
client klienti
impact ndikimi
were ishin
kind lloj
importance rendesi
anatomy anatomia
otherwise ndryshe
up ngritën
ideal ideale
skopje shkupit
feels ndjenjë
width gjerësia
i isha
bring sillte
analysis analizat
amen amin
tem buron
slavs sllavët
hymn himni
coupon kuptonin
vilayets vilajetet
helens helenët
starts nisi
god perëndia
china kinë
work punonte
half gjysmës
way rrugen
countries vendet
extended shtrirje
complex kompleks
rome romën
beverage pije
burial varrimit
campaigns fushata
shore breg
completeness tërësisë
bulgarians bullgarët
need nevojë
actors aktorët
powerful fuqishëm
languages gjuhët
end fundin
lowland ultësira
errors gabimet
removed larguar
compact kompakte
panet planeti
productivity prodhimtari
black zeza
nerve nervore
laboratory laborator
taxes taksa
legislative ligjvënës
relative afërmi
football futbolli
fortified fortifikuar
believing besimtarë
preveza prevezë
aware vetëdijshëm
turns kthen
departure largimit
zealand zelandën
positions pozitat
proteins proteinat
started filloi
delayed vonuar
blunt topit
concerns shqetësime
at prane
new reja
our tanë
edge avantazh
late vone
losses humbjet
extraordinarily jashtëzakonisht
primary parësor
beach plazhi
response përgjigje
mouth goja
immigration imigrimit
hold mbajnë
material materialin
post posta
lowlands ultësira
perfect kryer
measure matet
sun diellin
time kohës
name emer
pogradec pogradeci
rotates rrotullohet
postwar pasluftës
judiciary gjyqësore
albums albumet
related lidhen
holiday festës
earthquakes tërmetet
emperor perandorin
america amerikanë
territories territoreve
egyptians egjiptianët
tanzimat tanzimatit
verse vargu
interests interesat
archaeological arkeologjik
emphasized theksohet
mines minierat
rejects kundërshton
croatians kroatët
suleiman sulejman
pacific paqësore
plot subjekti
noted theksuar
attributes vetive
frankie francesco
sphere sferën
adopted miratua
accompany shoqëruar
debar dibër
movement levizjes
play luante
added shtohet
night nata
occupied pushtuan
oppression shtypja
graphic grafike
sand rërës
join bashkoheshin
help ndihmonte
tower kullën
court oborr
known dihen
let linte
inside brendësi
apart mënjanë
landed tokash
stars mundshëm
passport pasaportës
required kërkuar
who cili
beauty bukurinë
reached arriti
poetry poezia
thesis tezë
murder vrasjen
cords fijet
invented shpikur
television televizive
movement lëvizja
writers shkrimtarëve
speed shpejtësinë
seeing pamurit
set vunë
seismic sizmike
policy politikën
face fytyrës
fundamental themelor
called quhej
maintain mbajnë
illyrian ilirët
reserve rezervë
male mashkull
japanese japonisht
cinema kinema
assured siguroi
follows vijon
river lumin
president presidentin
choir kori
romanticism romantizmi
materials lëndët
parts anët
provision sigurimi
impulse impulsi
purpose qellim
congress kongresit
municipalities komunave
asia azinë
marx marksit
play luajtur
wrong gabuar
models modelet
enlightenment iluminizmi
discuss diskutuar
yugoslav jugosllav
embryo embrioni
education shkollimi
presented paraqitet
where ku
formed formuar
material materialit
decision vendimeve
late vona
surrounds rrethon
climatology klimatologjia
diminish zvogëlohet
called quhen
population popullsise
hundreds qindra
trend prirje
divide ndanë
inside brendshëm
led udhëhoqën
active aktiv
race racë
place vend
six gjashtë
acquired fituara
middle mesit
guided udhëhiqet
private privat
exploiting shfrytëzuar
movement lëvizje
core thelbin
regional krahinore
mp deputeti
except përveç
enjoyed gëzonte
paved shtruar
cables kabllo
relations marrëdhënieve
predictions parashikimet
management administrimin
federal federale
make bëjë
analytical analitike
social shoqërorë
surface siperfaqes
works funksionon
telekom telekomit
base bazë
sultan sulltan
scotland skocinë
names emra
flow rrjedha
subject lende
spe shka
decorative dekorativ
canon kanunit
american amerikan
korea koresë
athens athinës
divine hyjnor
rough ashpra
herbal barishtore
leaders udhëheqësit
permission leja
benefit përfitonte
come ardhur
refraction thyerjes
successful suksesshëm
biography biografinë
arrays vargjeve
flower luleve
definition përkufizim
tunnel tunel
support suporti
exotic ekzotike
prevented penguar
works vepra
violence dhunë
colosseum koloseumi
companies kompanive
see shikonte
centuries shekujve
novel romani
hungry uri
conquerors pushtuesit
surrounding rrethojnë
gymnasium gjimnazi
discovery zbulimin
thought menduan
echo jehona
symbolic simbolike
tower kullës
area sipërfaqe
destiny fati
scholar dijetari
tools veglave
stars yjeve
society shoqërisë
alexander aleksandri
town qyteti
biometrics biometrike
islands ishujve
lose humb
microsoft microsoftit
total gjithsej
terms termet
region rajoni
offspring pasardhës
language gjuhen
muslim mysliman
change ndryshojë
taken marrur
against kunder
viewed shikohet
workshops punishtet
rivers lumenjtë
believed besonte
atmospheric atmosferë
separation ndarjen
islamic islamik
linguistics gjuhësia
send derguar
prepare përgatit
senate senatit
time kohën
article nen
people personave
protein proteinat
families femijet
near pranë
party festë
picture fotografinë
equality barazinë
construction ndërtimit
local vendor
extend shtri
abdomen bark
full plot
useful dobishëm
big madhor
light dritën
became bë
philo fillonin
ordered urdhëruar
tracks binarët
yarn fill
others tjerash
out doli
homeland atdhetare
exegesis ekzegjeza
albania shqipërinë
security sigurisë
tetovo tetova
surface siperfaqen
abundant bollshme
beauty bukuria
data dhënash
alban albanese
sciences shkencat
reduced ulur
building ndërtesë
shown nxjerrë
understanding njohja
open hapen
believers besimtarët
formed formuan
that çka
sight shikim
trace gjurmë
insurgencies kryengritjet
works punime
manufacturer prodhues
wait presin
classified klasifikohet
influenced ndikuar
clear qartë
success suksesit
interference ndërhyrje
ohrid ohrit
deals merret
accounting kontabiliteti
picture tablo
ulcinj ulqini
rejected kundërshtonte
slave skllavopronar
therapy terapia
prevails mbizotëron
great madh
them ua
summoned thirri
serve shërbejë
bulgaria bullgaria
announcement shpallja
so os
cns snq
thought mendimit
accepted pranoi
characteristics karakteristikat
physical fizikë
surfaces sipërfaqet
taxes taksat
electron elektroni
permission leje
populated populluar
failed dështoi
shape trajtë
however megjithatë
clear pastër
french frëngjisht
know dimë
which cilit
same njejtën
westmoreland durresit
janine janinë
later mëvonshëm
lesson mësimi
head kokë
epirus epir
annual vjeçar
technologists teknologjia
known dihet
expenditure shpenzimeve
online linjë
containing përmbajnë
region portreti
cooperation bashkëpunimit
aside mënjanë
tip majën
answer përgjigjen
priest prifti
signs shenja
pluton plutoni
pyramids piramida
undefined pacaktuar
affected ndikuan
replies përgjigje
assure siguruar
same njëjtit
truth vërteta
tragedy tragjedi
expanded zgjerua
authority autoritetet
precision saktësi
system sistemit
amines athinës
resources burime
end mbarim
light dritës
responsibility përgjegjësi
he ai
bajram bajramit
humid lagësht
congress kongresin
put vë
historical historik
but veç
beech ah
someone dikush
poles polat
duties detyrave
mukhtar muhtar
lavatory lojtarët
sleep gjumi
demographic demografik
health shëndetin
stopped ndalur
currently momentalisht
facility lehtësi
regular rregullta
such tille
years vitesh
name gjon
learned mësoi
flowering lulëzimit
participation pjesëmarrje
created zhvilloi
nourishing ushqyese
planets planeteve
published publikua
found gjindet
oceania oqeani
justinian justiniani
gangway korridorit
critics kritika
era epoke
hose qetë
manufacturing prodhuese
forward përparimtare
definition përcaktimin
brazilian braziliane
witness dëshmitarëve
levels nivele
ethnic etnik
encountering ndeshi
believe besojnë
relative afërm
beaches plazhet
armed armatosur
villages fshatra
battle beteje
french frëngjishtja
critique kritika
drink pije
police policisë
constitutional kushtetuese
diversified larmishëm
environment ambientit
answer përgjigja
distinction dallimin
skill aftesi
frame kuadër
skeletal skeleti
approaches afrohet
symbol emblema
drenica drenicë
plays luan
plan planin
believing besimtarët
definitively përfundimisht
speeds shpejtësi
bring sjellin
so-called ashtuquajturit
politics politikë
homeland atdheu
hosts bartësit
have kenë
predicted paraparë
fall rënie
war luftrave
position pozitën
faces përballet
sun diellit
water ujë
continued vijoi
valuable vlefshëm
pedigree prejardhjes
later pastaj
hills kodra
put vihet
loss humbjes
arabia arabisë
castle kalasë
equator ekuatorit
to deri
i unë
comments komente
distance largësi
hercegovina hercegovinës
cells qeliza
distant largët
factory uzina
ultimate final
reserve rezervuar
absolute absolut
cultivation kultivimin
established themeluar
works punimeve
theatre teatrin
nearest afërt
obstacle pengesë
encyclopedia enciklopedi
technique teknikë
tense kryer
poems poemat
be duhen
only vetmi
nuclear bërthamor
real vërtetë
copies kopjet
structures strukturave
prove provoi
hilly kodrinore
loggers lojërat
es ës
darvin darvini
contrasts kontraste
were mbetën
do bere
han hani
returns kthen
leeks preshi
thanks saje
determined përcaktohet
euro €
responded përgjigjur
substances substancave
dangerous rrezikshme
territory territore
received morri
ensure sigurojë
fluent derdhur
are jan
scientific shkencore
medieval mesjetar
considerable konsiderueshëm
face fytyrën
blow goditje
context kontekst
port portin
by sipas
john gjon
index indeks
terrestrial tokësor
attention vëmendje
skeleton skeletit
descending zbritur
president presidentit
among radhët
space hapësirën
hold mban
tomori tomorit
these keto
optic optik
hasan hasani
yugoslavia jugosllavi
mountains vargmalet
electric elektrik
structure strukturë
counter kundërshtuar
bone eshtrave
seconds sekonda
fox dhelpra
israel izraelin
union unioni
championship kampionati
consists konsiston
years vjeç
talks bisedimet
conserved ruhen
colors ngjyrat
occupied pushtuar
related lidheshin
plastic plastike
city preshevës
words fjalë
user përdoruesit
population popullsie
sleep gjumit
highland malorë
quake tërmeti
existence ekzistencës
participation pjesëmarrja
saudi arabisë
calendar kalendari
reality realitetin
battle beteja
gas gaz
cite përmendin
objectives objektivat
large mëdhenj
hr kroaci
ends mbaron
nocturnal natë
created krijuan
bosnia bosnja
city tepelenës
packages paketave
keyword fjalën
education arsimimit
turkey turqinë
run drejtuar
forecast parashikimet
origin origjinë
manage arrin
mechanics mekanika
provincial krahinore
big medhenj
sculptures skulptura
back mbrapsht
opposing kundërshtojnë
units njësive
lying shtrirë
safety sigurinë
shkodra shkodres
whole tere
murder vrasjes
precipitation reshje
global botërorë
tooth dhëmbi
vegetation bimësia
religious besimtarët
resources resurse
phenomenon fenomeni
the qelizes
western perendimore
divides ndanë
bronze bronzit
disk diskut
debates debate
dad baba
supports mbështet
french franz
policy politikës
oriental orientale
word fjalës
processing përpunimit
ornamental dekorativ
depended vareshin
compounds komponimeve
shepherd bari
environment ambientin
bird zog
substance lëndës
medicine mjekësisë
children familjeve
limited kufizohet
created krijuar
trip udhëtim
neighboring fqinje
construction ndërtimin
teachers mësuesit
romantic romantike
achievements arritjet
same njëjtin
also edhe
decide vendoste
tried provoi
village fshatin
used përdorura
stand qëndrim
americans amerikanëve
mountain malit
texas teksasit
occasion rasti
families familjeje
resurrection ringjallja
besides përkah
democracy demokratike
game lojës
branches degëve
months muajt
cesar çezari
obligatory detyrueshëm
technique teknikës
relationship marrëdhënie
theatre teatri
president kryetarit
back rikthehet
mother nëna
reflected pasqyrohet
bone asht
yugoslavia jugosllave
now tash
so andaj
because pasi
prose prozës
lower poshtëm
turnover qarkullim
land trojeve
failure dështimit
but mirpo
life jeta
changes ndryshime
xviii xvii
sounds tingujt
empires perandorive
collected mbledhur
married martuar
god perëndi
only vetme
father babait
coronation kurorëzimi
separately veçmas
oil naftës
affected ndikuar
scene skenën
music muzika
home shtëpisë
start nis
postal postës
belgium belgjika
emerge lindin
called quajt
southwestern jugperëndimore
noise zhurmë
collected mblodhi
bigger madhja
enjoys gëzon
write shkruante
support përkrahu
achievement arritje
poorly dobët
serious renda
states shtete
organisms organizma
commander komandant
nominate emërtimin
versailles versajës
owner pronar
man burrë
teaching mësimore
strange çuditshme
via saje
appropriate përshtatshëm
disease sëmundjeve
earthquake tërmeti
doctor mjeku
top majës
power fuqia
want duam
foresees parashikon
memories kujtimet
jurisdiction juridiksionin
preparation përgatitjen
certificates certifikata
survived mbijetuar
volunteers vullnetarët
plan planit
participation pjesëmarrjen
causes shkaqe
chess shah
measured matet
players lojtarët
loses humbet
earlier herët
slovenia sllovenisë
achieved arrit
academy akademia
founders themelues
flow rrjedhjen
arms armatim
opposition opozitës
success suksese
part pjesen
most shumica
communities komuniteteve
facilities objektet
antique antike
mountain mal
abu abū
bears arinjtë
region rajon
live jetonin
showing shfaqur
set vendoste
tourism turizëm
islamic islamike
financial financiare
bridge ura
launch nisjen
orange portokalli
purposes qëllime
used përdorën
argument argumentet
cellular qelizor
saturn saturnit
word fjalën
without pa
process proces
announcement shpalljes
doubts dyshime
static statike
sentiment ndjenjë
kept mbajti
old vjetër
want duan
peasants fshatarët
distribution përhapje
neighbourhood lagjet
saved shpëtuar
gas gazit
face fytyrë
club klubi
local lokale
display shfaqet
pane panë
dear nderuar
titles titujt
macedonian maqedonët
skanderbeg skenderbeut
thought mendimi
justice drejtësia
relativity relativiteti
side ana
form formen
dog qen
disconnection shkëputjen
attractive tërheqëse
served shërbyer
been qenë
cooperation bashkëpunimin
played luhet
prepared përgatitur
book libër
flat rrafshët
relevant përkatës
noticed vënë
economy ekonomia
verse varg
electrons elektroneve
ambassador ambasadorët
near afrohet
rebel luftëtarëve
palestine palestinë
forest pyjeve
is eshtë
president kryetarin
magic magjike
up lart
syria siri
sweden suedia
church kishë
ulcinj ulqinit
traits tiparet
demetrio dhimiter
success suksesi
mass mases
discovered zbuluar
descendant pasardhës
put vihej
hand dora
article nyje
knowing ditur
decreased rënë
internal brendëshme
compliance përputhje
concentrate koncentrati
closed mbyllet
holidays festat
ash frashëri
regions regjione
sight pamjen
hydrogen hidrogjenit
phenomena fenomene
killed vrarë
coast bregdeti
unknown panjohur
school shkollë
certain caktuara
galaxies galaktikave
part anën
triangle trekëndëshi
sentenced dënuan
distinguish dallojmë
conservative konservatore
taxes taksave
subject lëndë
disks disqeve
means nënkupton
you ti
states shteteve
mutations mutacioneve
implying nënkuptuar
separate ndara
electoral zgjedhor
reality realitetit
philippe filipi
current aktuale
these keta
can mund
theater teatri
walking ecur
continued vazhdonin
tried përpoq
compulsory detyrueshëm
article neni
why pse
relations relacionet
plates tabakëve
main kryesor
these këtyre
platon platoni
travels udhëton
village fshatit
marks shënon
possess posedojnë
philip filip
skender skënderaj
satellite satelit
constitution kushtetutë
china kinës
introduction prezantimi
preserve ruan
posses zotëron
see shihnin
international nderkombetare
reported njoftoi
glass xhami
raised ngritura
require kërkojë
mother nënës
found gjetur
composer kompozitor
epoch epokën
hundred njëqind
dardanians dardanët
skill aftësinë
users përdoruesve
one njëra
degree shkallë
promising premtuar
made beri
cut prerë
function funksionit
honest ndershëm
physiognomy fizionominë
territory trevë
economic ekonomikë
numerical numerike
movie filmin
just mu
followed ndjekur
tantalum tantali
promote promovuar
response përgjigjen
governance qeverisja
covenant besëlidhjes
distribution përhapja
close ngushta
hydrogen hidrogjenin
title titulli
albanian albanese
countries vendeve
loss humbjen
walls mure
virtues virtytet
individual individit
sphere sferë
prophet profetit
naked zhveshur
atmospheres atmosfera
dimensions përmasave
determined përcaktuar
israel izraelit
border kufi
forests pyjet
article artikulli
muscles muskujve
guided udhëhequr
clean pastër
singular njëjës
meaning kuptim
land tokë
channels kanale
stephan stefanit
then pastaj
homer homerit
returns rikthehet
century shek
macedonians maqedoni
half gjysmë
dedicated shkencës
apparent dukshme
generation brez
while ndërsa
close ngushte
migraine migrenës
above përmbi
before përpara
safe sigurt
customer klientit
vein korridorit
presented paraqiti
intend ndërmend
winter dimër
requirements kërkesave
population popullsinë
hand dore
remove hequr
existence ekzistencën
jews çifutët
system sistemin
story rrëfimi
position pozitës
observed vëzhguar
integrated integruar
wood drurit
established themeluan
rivers lumenj
advice këshillat
shia shiitët
requires kërkon
logic logjika
received marra
ending mbarimit
best miri
mechanism aparati
patriarchy patrikana
individual individuale
thousands mijra
road rrugor
drew tërhoqi
building ndërtimi
history historia
attribute veti
net rrjetë
task detyrë
automatically automatikisht
era epokën
citizen qytetarë
family familjar
sexual seksuale
head prijës
or an
romans romakët
canyon mesdheu
blood gjakun
kings mbretërve
records shënime
discovered zbuluan
performed kryera
data dhenat
uninterrupted pandërprerë
limited kufizuara
special veçantë
name luigj
legislation legjislacionit
british britanikëve
cases rastet
moses moisiu
name leka
business biznesi
cyprus qipro
unity unitet
b.c. pes
lead çonte
our sonë
goes shkonin
success populli
taken marra
edit redakto
educational arsimor
produce prodhojnë
limits kufijve
roads rrugët
prespa prespës
agreed dakord
work punim
processed përpunuar
ports portet
namely domethënë
heavenly qiellore
gjakova gjakovë
announce shpall
that qe
action veprime
organization organizatës
strabo straboni
dictionary fjalorit
take merr
basis bazë
based bazohen
investments investime
noted shqua
small vogla
otherwise kundërt
fighting luftuar
mosque xhaminë
performance kryerjen
integrity tërësisë
recognize njihte
macedonians maqedonas
resignation dorëheqjen
disease sëmundjes
kosovo kosoves
object send
interregional ndërkrahinore
writer shkrimtari
experienced njohu
activity aktivitetin
sixteen gjashtëmbëdhjetë
yarns fijeve
invasions pushtimet
deep thelle
uneducated pashko
symbolizes simbolizon
measures masat
electricity rrymë
ceremony ceremoni
agreement marrëveshjes
colombo kolombi
fluid lëngut
hotels hotele
original origjinale
act vepruar
forgiven falur
planes avionët
articles sende
north verior
regularly rregullisht
prevents pengon
reported transmetuar
any çfarëdo
brother vëlla
though permes
greek grek
are ndodhën
compounds komponime
fall bien
them atyre
low ulëta
alkenes alkenët
withdrawn tërhequr
chance mundësinë
after mbasi
so keshtu
resulted rezultoi
provides ofron
liberated çliruan
start fillojnë
never asnjëherë
baptized pagëzua
habitat vendbanim
clay baltë
sicily sicili
produced prodhuara
determine përcaktojnë
authentic mirëfilltë
linguistics gjuhësisë
characteristic karakteristikë
heavenly qiellor
up gjer
expected pritur
class klasit
above mësipërm
revolutionary revolucionar
digital digjital
collected mbledhura
electromagnetic elektromagnetik
patience durimi
them tyre
albania shqipërise
occurrence dukuri
potential potenciale
rating vlerësim
bear ari
participants pjesëmarrësit
government qeverinë
manufacturer punishte
glossary fjalor
cup kupa
population popullsi
discovery zbulim
delayed shtyrë
colonization kolonizimit
brave trim
fear frika
netherlands holanda
immune imunitar
node nyje
warrior luftëtar
south jugun
separation ndarje
lice morri
each secilin
terms aspektin
pictorial pikturë
warriors luftëtarëve
equestrian kuajve
work punuar
thessaly thesalisë
publication botimin
great madhi
fertile pjellore
placement vendosja
clothing veshje
agriculture bujqësi
newspapers gazetat
two dy
viewpoint pikëpamja
subscribers miqtë
released lirohet
despite përkundër
rome roma
used përdoren
elements elementeve
torrent përroi
printing shtypjes
rugova rugovës
common përbashkët
headquarter shtabit
thessaloniki selanik
vanish zhduket
preparation përgatitjes
permanent përhershme
excavation gropa
mining minierat
continue vazhdojë
function funksionin
municipality komunës
order qellim
mother nënën
call quanin
money paratë
valid vlefshme
recorded regjistruara
worked punoi
costed kushtoi
return rikthimi
september shtator
but përveç
saw panë
voice ze
neck qafës
texts tekstet
can mundet
fight luftën
thuja thuhej
worship adhurimi
cities qyteteve
town qytezë
inclusion përfshirjen
taken marre
preservation ruajtja
socrates sokrati
occurred ndodhën
internal brendshëm
industry industria
attempt përpjekje
security siguri
division ndarje
local lokal
planets planetet
generations gjeneratave
each secilit
fact fakt
tirana tirane
persuaded bindi
horses kuajve
bible bibla
field fusha
athens athina
left largua
aaf fash
democrat demokrat
naturally natyrshme
learn mësojnë
that qi
prisoners burgosur
followed pasoi
objective objektiv
hosted himara
foot rrëzë
withdrawn tërhiqen
brewery binarët
unit njësisë
kept mbante
astronomical astronomike
sea det
dynamic dinamik
sweet ëmbël
rebirth rilindja
poland polonisë
sign shenje
viva rroftë
talked flitej
iraq iraku
allies aleatë
showed shfaqi
wife gruan
care kujdes
performance kryerjes
supporters përkrahësit
organization organizatë
paper punimit
box kuti
alphabetical alfabetit
signal sinjalit
topics temat
application aplikimi
book libri
antiquity antikitetit
sport sportit
shadow hije
virginia virgjinia
mustapha mustafa
throne froni
stay rri
holiday festave
locals vendasit
oneself vetes
nothing aspak
book librin
can munden
teresa tereza
gjakova gjakovës
british britanikët
until deri
melting shkrirjes
price çmim
help ndihmen
known njihej
working pune
praise merita
artists artistëve
bc pes
mourning zi
flow rrjedhën
containing përmbajtur
mexico meksika
slovakia sllovakia
extreme ekstreme
three trevë
one njera
on mbi
enabled mundësuan
mental mendor
edge skajin
displaced zhvendosur
word fjalësh
proprietorship pronësi
outstanding shquar
pick marr
programs programet
behind poshtë
pilgrimage pelegrinazhi
spider merimanga
delegate delegatë
promulgation shpalljen
religions besimet
graphite grafiti
seven vii
positions pozicionet
nis nishit
banks brigjeve
gold ar
era erës
advantage avantazh
story tregimit
vegetables perimeve
monument monumentit
invaded pushtuan
led çuar
great madhe
field fushe
property pronë
thinking menduarit
which cilat
overdrafts tiu
causes shkakton
used përdorej
tosk toskë
high lartë
committee komitet
mirrors pasqyra
avatar bashke
printing shtypjen
nuclear bërthamore
act aktin
ore xehja
young rinj
market pazari
vowel zanore
mechanical mekanikë
read lexojmë
gas gazi
games lojëra
conferences konferenca
acne fytyrë
columbus kolombi
prizren prizrenin
son biri
seen vërehet
athletics atletikës
army ushtrine
is qëndron
revealed zbuloi
abu ebu
ranking rangut
relative relativiste
think mendojmë
fresh freskëta
molossians molosët
poor varfër
party pala
usa shba
moving lëvizur
confidence besimit
frequent shpeshtë
attempt përpjekja
creation krijimi
newspaper gazete
religious besimtari
money holla
scientific shkencor
administration administrim
codes kodeve
conditional kushtëzuar
emerges del
is gjendjet
spirit shpirt
paul palit
plan ndërmend
win fitojë
fasting agjërimit
legend legjenda
ties lidhjet
medal medalja
linguistic gjuhësor
pets kafshe
example shembullin
costs shpenzimet
suffer pësuan
research hulumtimit
temperature temperaturës
gene gjen
accurate saktë
finish mbaron
istanbul konstandinopojës
unique unik
production prodhimtaria
technology teknologjia
study studimi
wild egra
lists listat
functions funksione
agree pranon
division ndarja
south jugu
continued vazhdueshme
use përdorte
simply thjesht
commune komunën
writings shkrimeve
traders tregtarë
resistance qëndresën
council këshillin
england anglia
pronunciation shqiptimi
powers fuqive
circulation qarkullimit
trial gjykimi
rock shkëmbinj
dcp pdk
result rezultati
faithful besimtarëve
foods ushqime
learning mësimi
peninsula gadishullit
trees pemëve
fall rënies
portland beratit
noted shquara
point pikë
citizens qytetarëve
arabic arabe
pacific paqësorit
draw nxjerrin
beam rrëzë
clinical klinike
transported prevezë
my sime
create formimit
substance substancë
train trenit
peja pejës
responded përgjigjej
titled titulluar
apart veçmas
signed nënshkruan
notes shënimeve
oxygen oksigjen
you ty
solve zgjidhte
windows windowsit
optical optike
bear ariu
determined përcaktoi
wall muri
lawmaking ligjvënës
activity aktivitetit
opinion opinioni
us nesh
holders bartësit
even ndonëse
chronicle kronika
comparison krahasimi
gjakova gjakovën
officer oficeri
women femra
father atit
bosnian boshnjake
famine zija
withdraw tërhiqen
city qytet
industry industrisë
golden arta
made bëra
introduced futi
hemisphere hemisferën
rain shi
review përshtypje
doctrine doktrinës
numbers numrat
crime krimit
homes shtëpitë
understand kuptonin
led çuan
generations breza
flag flamurin
background sfond
distinctions dallime
alphabet alfabet
reflected reflektuar
necessary nevojshëm
stone gur
noone asnjëri
genetic gjenetik
admission pranimin
dardania dardanët
levels nivelet
court gjykatës
argued argumentonte
balkan ballkan
spend kaluar
flag flamur
summer verore
exchange shkëmbimi
moral morali
eastern lindore
against kundrejt
gathered mblodh
created krijuara
temperature temperaturën
recognize njohin
dna adn
world botërore
turned kthehej
martyrs dëshmorët
assure sigurojnë
bearing mbanin
effect efektet
weight peshë
formed formua
book librit
chest gjoksit
gostivar gostivarit
encounter ndeshi
agreement marrëveshjen
first parëve
made bëri
telecommunication telekomunikacioni
gravity gravitetin
generation brezin
shot qëlluar
its sajan
based bazohej
includes perfshin
producer prodhuesit
begins nis
meningitis meningjiti
attributes atribute
goiter gushë
nevertheless megjithëkëtë
my mia
signs argumentet
open hapura
used përdoret
envoy dërguarit
functions funksionet
hole vrima
contradiction kundërshtim
calendar kalendarin
norwegian norvegjeze
historian historiani
furnished furnizuar
problems problemi
caused shkaktoi
ex ish
autonomy autonomist
this kete
advanced përparuara
honor nder
witnesses dëshmitarëve
distributed shpërndahen
prince princ
permanently përherë
balance ekuilibër
servants robërit
discover zbulua
later vonë
after pas
increase rritje
less pakë
hardly mezi
pilgrim haxhi
alliance aleancë
did bene
dialling national
wheel rrota
income ardhurat
suffering vuanin
council këshillit
profit përfitoi
teacher mësuesit
airports aeroporteve
muscles muskulatura
prison burgu
traverses përshkon
children fëmijëve
compounds komponimet
removal largimin
recognized njohën
substances substanca
retail pakicë
traversed përshkohet
form formojnë
current tanishëm
uprising kryengritjes
cinematic kinematika
services shërbime
consul konsulli
produced prodhohen
rarely rralle
gives jepen
collected grumbulluar
translations përkthime
signed nënshkruar
time herë
separation ndarja
municipality komunën
tumuli tumulare
research hulumtimeve
workers punëtorëve
release çlirim
separate ndahet
rational racional
substances substancat
off hequr
