take nemen
expected geacht
could zouden
dykes dijken
active werkzaam
again opnieuw
songs liedje
prey prooien
calls gesprekken
governments overheden
succeeds lukt
lime leem
affection aandoeningen
demographics bevolkingssamenstelling
conviction overtuigingen
waters nabije
plantations plantages
obtain verkrijgen
days dagen
vehicle voertuig
critic criterium
doctrine leer
closely dicht
some enkele
present aanbieden
dutch hollands
bill rekening
contributed bijgedragen
tight nauwe
manufacturer fabrikant
laid legden
crest korst
service dienst
cancer kanker
municipal gemeentelijke
radiation uitstraling
famous benoemd
coal steenkool
dutch hollandse
vote stemming
files bestanden
synthesis synthese
voluntarily vrijwillig
mating paring
last laatste
medieval middeleeuws
start aanvang
canvas doek
terms termen
statement verklaring
discover ontdekken
area gebied
publication uitgave
astronomer astronoom
piglet big
quicker sneller
cut knip
searched zocht
lead voorsprong
radiations stralen
predecessor voorloper
win wint
surrealism surrealisme
thirty dertig
beijing peking
bjorn björn
provincial provinciale
cells cellen
reality realiteit
care zorg
students studenten
highlands gebergte
arts kunsten
honored vereerd
remains restanten
predominantly overwegend
neighborhood buurten
middle middelste
nipples tepels
dutch nederlandsche
beyond voorbij
earlier eerder
put stak
kind soort
seventy zeventig
interpret duidt
dynasty koningshuis
confluence verenigingen
needed nodig
aluminum aluminium
forever eeuwig
during gedurende
different afwijkende
dangerous gevaarlijk
included opgenomen
skin vliezen
wish wensen
band formatie
elapse verloopt
eldest oudst
penalty strafschop
introduced introduceerde
jewish jood
construction constructie
sales omzet
main grootste
result consequenties
federal federale
endangered bedreigde
wish wens
composed samengestelde
tested getest
income inkomen
discharged afgevoerd
image afbeelding
famous bekende
border rand
faults fouten
theory theorie
derived afgeleid
suppression onderdrukking
artists artiesten
keel kiel
long lange
winner winnaar
took haalden
tv-movie televisiefilm
mutual wederzijdse
read las
applied aangelegd
mate paren
civil burgerlijke
networks netwerken
certainly degelijk
established gevestigd
although weliswaar
by door
hefty grove
emergency nood
birthday jarig
turn vormde
job betrekkingen
seems schijnt
party partij
anthropology antropologie
use toepassing
demand behoeften
archives archieven
move gaan
regime bewind
positive positief
because omwille
interest raakt
thin dunne
low lage
terroristic terroristische
afterwards achteraf
come vandaan
conquered veroverden
letters letteren
sayings uitspraken
published verschenen
peak toppen
psychotic psychotische
numerous talrijke
levy heffen
roles rollen
gild verenigingen
date dateren
seat zetel
lifestyle levensstijl
gospel evangeliën
administrative bestuurlijke
received gekregen
switch schakelen
shield child
died gestorven
name adam
tube buis
times keer
indicating aangewezen
for behoeve
thicker dikker
corresponding overeenkomt
limburgish limburgs
file bestand
canals grachten
nightlife nachtleven
heart hart
swamps moerassen
share verdelen
antidepressants antidepressiva
notwithstanding ondanks
explicit expliciet
objectives doelstellingen
optimal best
location locatie
fight ruzie
fate lot
sketches schetsen
company compagnie
relation verhouding
actor spelers
adriatic adriatische
packaging verpakking
kristal crystal
atlanta atlantis
nails nagels
millenium millennium
following volgend
organizations instanties
deliver leveren
support steunen
drinks dranken
flows stroomt
drunk dronken
still stil
mistakes fouten
print stempel
systematically systematisch
most merendeel
disease aandoeningen
meeting bijeenkomst
rescue redding
disaster ramp
premiership eredivisie
impose leggen
starts starten
resources rijkdommen
territories territoria
neighbours buren
closet kast
expire vervallen
authors auteurs
variety variant
surname suárez
stems stammen
leading leidende
billion miljard
ring ringweg
registered geregistreerd
available verkrijgbaar
brakes remmen
last achterste
featured aanbevolen
arbitrarily willekeurig
incentive aanzet
quality kwaliteit
top toppen
joints gewrichten
inducement aanleiding
located bevond
cave hol
prayer gebed
sculptor beeldhouwer
originated ontstane
behold zie
count telling
fly-over viaduct
significant significante
sent stuurde
expedition expeditie
dim mat
eats eet
volunteers vrijwilligers
measurement maat
origins stamt
litre liter
linked gekoppeld
commentary commentaar
socialism socialisme
handle zorgen
civilian burgerlijk
appoint aangesteld
french franstalig
suspect verdacht
removal opheffing
terminate ontbinden
parasites parasieten
handicapped gehandicapten
gasses gassen
only enkel
assigned toegewezen
loved geliefde
play weggelegd
shall zal
iceland ijsland
apartment appartement
french frans
capture prooi
demand rekenen
backlog achterstand
invitation uitnodiging
recognise herkennen
checked gecontroleerd
handled gehanteerd
shoe schoenen
description omschrijving
presented presenteerde
gained verkregen
performance prestatie
well goed
transportation vervoer
clearer duidelijker
cognitive cognitieve
pay salaris
landscape landschap
need hoeft
place plaatsje
declares verklaart
dishes gerechten
conscience geweten
consisted bestond
fetus embryo
cough hoesten
kilometres kilometers
rose steeg
ghent gentse
fast snelle
caused veroorzaakte
push stoten
developments ontwikkelingen
cure genezen
obliged verplichte
division verdeling
resulted resulteerde
quantity hoeveelheid
beer bier
not uitblijven
glass glazen
articles artikelen
back achterste
rock gesteente
painful pijnlijk
sheep schapen
type typen
originated ontstonden
prague praagse
typical kenmerkende
continued bleven
colors kleuren
gradually geleidelijke
part beurt
critic kritiek
coat mantel
arranged afgesproken
collection collectie
married huwde
literal letterlijke
trunk slurf
transferred overgedragen
back rug
sure zeker
chromosomes chromosomen
mine mijn
asked vroeg
scheme stelsel
forces krachten
instant moment
do doe
arthropods geleedpotigen
defense verdediging
his zn
capital hoofdstedelijk
pokemon pokémon
simpler eenvoudiger
change wijziging
isle eiland
painter kunstschilder
constant constante
with bij
seemed voorstellingen
potato aardappel
suffer lijden
overseas overzeese
conclusions besluiten
suppressed onderdrukt
currently momenteel
be liggen
ability vermogen
electricity elektriciteit
highways autosnelwegen
incinerate verbranden
perspective perspectief
international internationaal
type letter
one eén
heave heffen
commit begaan
ore bauxiet
mammals zoogdieren
necessary noodzakelijke
except afgezien
causing veroorzaken
tear trok
get raken
attract lokken
one een
some zekere
awarded toegekend
origin afstamming
trip tocht
pieces exemplaren
skull schedel
critical kritisch
sun zon
training opleidingen
worth waarde
satisfy voldaan
parlance spraakgebruik
overdone overdreven
terrorist terroristische
norwegian noorse
psychosis psychose
distribute verspreiden
american amerikaanse
capitalism kapitalisme
produced produceert
sugar suiker
constitutional staatkundige
englishmen engelsen
endure vol
medication medicatie
child kind
port haven
allow verschaffen
total tellen
assume aannemen
monarchy monarchie
sat gezeten
nineteenth negentiende
partially dele
amplify versterkt
psychological psychologische
build bouwde
tour rit
jurisdiction arrondissement
situated gesitueerd
colour kleur
edition oplage
ready klaar
tunisia tunesië
westcoast westkust
disturb verstoren
present huidige
practiced beoefend
decline achteruitgang
seasons seizoenen
multiply vermeer
express uiten
heat warmte
turns draait
californian californische
fermentation gisting
secure borg
references refereert
foresee voorzien
sent zond
rattail rattenstaarten
sexes geslachten
morocco marokko
pacific stille
carefully voorzichtig
housing woning
important significante
industrial industriële
outbreak uitbreken
section sectie
acquire verwerven
starts begint
clear duidelijke
breaks breekt
right recht
native aangeboren
drawing tekening
educations opleidingen
finished voltooid
provisions levensmiddelen
rapidly spoedig
law recht
dates data
explore onderzoekt
bring brengen
offspring nakomelingen
performed opgedragen
establishment vestiging
chapel kapel
opinion opinie
correct verbeterd
clips filmpjes
gay homo
watch kijken
antennas antennes
consists bestaat
settlers kolonisten
previously daarvoor
countless talloze
caribbean caribische
chinese chinees
axles assen
achievement prestatie
combined gecombineerde
narrow smalle
around omstreeks
switzerland zwitserland
dominion heerschappij
cantons kantons
maggot made
resentment afkeer
yellow gele
objection bezwaar
one één
partially gedeeltelijk
phenomenon fenomeen
adjacent grenst
determines bepaalt
document documenten
imperia imperium
mostly voornamelijk
left verlieten
classical klassieke
mushrooms paddenstoelen
care verzorging
help steun
lying liggende
respectively resp
damaged beschadigd
legal wettelijke
easily gemakkelijk
slovak slowaakse
enterprise onderneming
console breuk
mission missie
distinctive kenmerkend
examine onderzoekt
discoveries ontdekkingen
voluntary vrijwillige
commissioners commissarissen
final uiteindelijk
structures bouwwerken
word woord
gift gave
rivets klinknagels
construction bouw
glamorous prestigieuze
rumours geruchten
communistic communistische
nationalists nationalisten
came kwam
steal staal
behaviors gedragingen
seen bekeken
want wilt
october oktober
easter pasen
assignment opdracht
orders ordes
broader breder
arise ontstaan
mercury mercurius
regent stadhouder
present huidig
same even
paintings schilderijen
shortcomings tekort
rain neerslag
lack ontbreken
furnish uitgerust
slogan wapenspreuk
stole stal
handle hanteert
lives leeft
makes haalt
bacterial bacteriële
chemistry chemie
romanticism romantiek
was diende
diminish afgenomen
adequacy effectiviteit
stopped opgeheven
stops stopt
release vrijgelaten
satisfied voldaan
tropical tropische
bottom bodem
detached uitgezonden
appearance verschijning
publisher uitgeverij
social maatschappelijk
progressive progressieve
threat dreiging
lawyer advocaat
perfume parfum
romance romantiek
whole heel
attraction attractie
poland polen
found bevonden
plain square
mud leem
saxony saksen
allow erkent
look zorgen
similarity gelijkenis
partake deelde
called noemden
civilization beschaving
contribute droeg
recognizable herkenbaar
regular reguliere
work arbeid
increase toeneemt
exposed blootgesteld
embodiment verhemelte
picture foto
flemish vlaams
existed bestonden
fighting bestrijding
tribute eerbetoon
bar café
melody melodie
nose neus
lasting blijvend
looked keek
strong sterk
followed volgde
richest rijkste
convince overtuigingen
open geopend
ties banden
partly gedeeltelijke
homosexual homoseksueel
division splitsing
level niveau
stadiums stadions
celestial hemelse
possessed bezat
same dezelfde
coin munten
aberrant afwijkend
mold lijsten
give geven
moderate matige
explosion explosie
anesthetic verdoving
designated aangewezen
western westelijk
sense verstand
to te
clergymen voorgangers
firework vuurwerk
introduction inleiding
attracts trekt
quiver beving
comes komt
arrangement formatie
storage opslag
aversion afkeer
move verplaatsen
colonisation kolonisatie
agreement contract
gorbachev gorbatsjov
means middel
unique uitzonderlijke
according volgens
fastest snelste
larvae larven
opinion vindt
some enige
studied studeerde
tax fiscale
syria syrië
recovered herstelde
witness getuigen
year jaar
pilate pilatus
escape vlucht
expressive uitdrukkelijk
judgment oordeel
by-catch bijvangst
parliament parlement
common voorkomend
to à
simply eenmaal
represent vertegenwoordigen
species soorten
older oudere
journey tocht
recorded vastgelegd
norms normen
conquer overwinnen
visit bezoekt
competitor concurrent
easier eenvoudiger
production productie
process proces
limestone leem
previous voorafgaande
laws wetten
seawater zeewater
effective effectieve
medium-sized middelgrote
minority minderheden
banished verbannen
remainder overige
hinduism hindoeïsme
works werkt
local lokale
critiques kritieken
naked bloot
normal normaal
maria maría
schedule schema
planets planeten
bidding verzoek
suitable geschikt
inject spuiten
expansion uitbreiding
convictions overtuigingen
handling handelen
pageant uiterlijke
dust stof
tried getracht
eventually uiteindelijk
pledge onderpand
destroyed uitgeroeid
was lag
sketch schetsen
canals kanalen
profit rendement
witness getuige
english engels
mantle mantel
landscapes landschappen
residual overgebleven
ment betekende
catch raakt
encounters ontmoet
nor noch
information informatie
crankcase carter
believe gelooft
delegates afgevaardigden
neighbouring naburige
extended verlengde
fictive fictieve
example exemplaar
parlour zaal
announced bekend
writes schrijft
damian damiaan
operate opereren
latest laatstgenoemde
landfill stort
wool wol
constellation sterrenbeeld
free los
traveled reisde
souls soul
seen beschouwd
infected besmette
answers voldoet
mental mentale
succeeds slaagt
shall zult
vague vaag
feline katten
model voorbeelden
symptoms symptomen
determination bepaling
increasing stijgen
dat that
compared vergeleken
sclerosis sclerose
decades decennia
lie liggen
passing passeren
deviate wijkt
sporadic sporadisch
board bestuur
properties eigenschappen
story verhalen
growth groei
regents wethouders
whereafter waarna
save redden
meat vlees
logbook logboek
pure puur
standard standaard
shorter kortweg
gradually gaandeweg
jobs banen
varying variërend
song nummer
lead leiding
respective resp
burnt verbrand
impact inslag
image verbeelding
apply toepassen
unexpected onverwachte
unwanted ongewenste
municipal gemeente
opposition tegenstand
levels niveaus
justice recht
fell viel
side kant
cordial likeur
order gevestigde
unjustly onrechte
every ieder
phoenix feniks
entry ingang
provide verschaffen
summer zomer
utrecht utrechtse
difference onderscheid
ended beëindigd
was gold
strong sterke
inflammation ontsteking
view uitzicht
housed woonachtig
age leeftijd
experiences ervaringen
ban verbod
lessen verminderen
secondary secundaire
levied geheven
rhineland rijnland
speech toespraak
magazines tijdschriften
known gekend
character personage
calculations berekeningen
decrease afgenomen
not niet
stone steen
delivered geleverd
top bovenzijde
lodges loges
thought gedachtegoed
firstly allereerst
classes klassen
from vanaf
undertaken ondernomen
inhabit bewoond
catalonian catalaans
affairs zaken
section selectie
dissolved onttrokken
commonwealth gemenebest
draw trok
shots opnamen
following volgende
set geschoven
merged samengevoegd
singing zingen
crone kroon
broke breekt
threatened dreigde
freed bevrijd
genitals geslachtsdelen
very erg
tuberculosis tuberculose
turned gedraaid
men mannen
accelerator gaspedaal
questions vragen
interfere grijpen
hits slaat
timeline tijdlijn
signed tekende
zurich zürich
realised gerealiseerd
double tweemaal
phenomena fenomeen
accept aanvaarden
poem gedicht
intensive intensieve
family gezin
roads wegen
adapted bewerkt
change veranderen
measured maten
hope hoop
practised uitgeoefend
thrust dringen
motto wapenspreuk
subjects ontwerpen
carolingian karolingische
partial dele
part aandeel
eight achtste
plants planten
mosquitoes muggen
enjoy genieten
became geworden
announced aangekondigd
busy drukke
paired gepaard
sign teken
find vinden
channel kanaal
hub knooppunt
g q
portuguese portugezen
teacher leraar
because wegens
pedal gaspedaal
hen santiago
workshop atelier
motto spreuk
breakthrough doorbraak
loose losse
functions functies
mice muizen
used gebruikten
synagogue synagoge
eastern oosterse
children kinderen
part gedeelte
comment commentaar
rejecting verwerpen
art schilderkunst
ground gronden
founding oprichting
pupils leerlingen
collaboration samenwerking
gird uitgerust
equip uitgerust
thursday donderdag
rest rusten
exaggerated overdreven
patronage steun
buy afgenomen
fill vervullen
see bezichtigen
cemetery kerkhof
ordered beschikte
break pauze
attempts tracht
wavelength golflengte
comprise omvat
tie das
enlarges vergroot
slain gedood
constantinople constantinopel
suarez suárez
organ orgaan
activity activiteit
management beheer
galle gal
there daar
westerly westelijk
birthplace geboortehuis
shed afgegeven
spiritual geestelijk
crime misdaden
gases gassen
requirement eis
trilogy trilogie
joined voegde
fair goed
organized organiseerde
political politieke
outstretched uitgestrekte
stumps onderdanen
principal uitgangspunt
on play
responded reageerden
completed voltooid
touch raken
developed uitgegroeid
rule regeling
legends overleveringen
lead voerde
colleague collega
cocaine cocaïne
suit passen
polish poolse
deviate afwijkende
remittance transfer
sail varen
varied gevarieerd
extracted ontleend
car tram
splinter brand
enormous enorm
decline afgenomen
random willekeurige
egg ei
slower langzamer
worldwide wereldwijd
prolonged langdurige
tardy late
bands banden
carcase romp
motorcycles motoren
diocese bisdom
prevailed heerste
combined samengevoegd
standing staande
rocks stenen
compulsory verplichte
border grens
sought gezocht
turkish turken
tight vaste
continental continentale
inserted ingevoerd
underground ondergrond
knows weet
supply aanvoer
characters personages
appearances verschijnselen
toe teen
punished bestraft
designation aanwijzing
angles engelen
indication indicatie
grandmother grootmoeder
someone iemands
eastern oostelijk
communism communisme
expenditure uitgaven
conquests veroveringen
humid vochtige
shortage tekort
mongols mongolen
six zes
lot hoop
nevertheless niettemin
organic organische
graphics grafiek
village dorp
population inwonertal
affair affaire
lace kanten
sound geluid
convection convectie
coin munt
exceptionally uitzonderlijk
annual jaarlijks
turn draaien
now heden
rule heerste
conquered overwonnen
multiple meerdere
regular regelmatige
turn beurt
acknowledged erkend
chain keten
zeeland zeeuwse
copies exemplaren
west-coast westkust
stepping treden
page pagina
purchase aankoop
tourists toeristen
hospital ziekenhuis
force kracht
ermine spinsel
physiologic fysiologische
clothes kleren
weakened verzwakt
records platen
interrupted onderbroken
example voorbeelden
resist weerstaan
grenadiers rattenstaarten
names benamingen
defeat nederlaag
flat plat
drained afvoer
left liet
floated dreven
competitor rivaal
organize organiseren
eglise église
offered geschonken
handbook handboek
indoor overdekte
appoint uitgerust
hatch luik
participatory deelnemende
tremors trillingen
think denken
forgoing voorgaande
op on
population bevolkingsgroei
draws trekt
continuous voortdurende
migration migratie
device inrichting
shove geschoven
report melding
tour tournee
overseas overzees
bruges brugge
visited bezocht
precursor voorloper
decreased daalde
compensated gecompenseerd
sting steek
increased toenam
conditions omstandigheden
unknown ongekende
amount bedrag
wires draden
identify vaststellen
assumption hypothese
drive drijven
background achtergrond
endure doorstaan
misses ontbreekt
stable stabiel
left vertrokken
domain domein
set ingesteld
screens schermen
e.g. levensjaar
overthrow nederlaag
established opgericht
daughters dochters
sick ziek
object voorwerp
14th xiv
continuation voortzetting
mutual onderlinge
huge enorm
hollow hol
american amerikaans
powerfully krachtig
deel part
salvation redding
standard norm
elevation verhoging
followed gevolgd
reach bereiken
sill drempel
fictional verzonnen
title aanspraak
skilful handig
antisemitism antisemitisme
throw vormde
fire vuur
inspire inspireren
rises stijgt
obtained behaald
outward eruit
camps kampen
was werd
table tabel
controlled beheerst
decided beslist
definitive definitieve
resignation ontslag
concentrate concentreren
expired vervallen
founder grondlegger
ideas gedachtegoed
atlantic atlantische
refused weigerde
asked gestelde
form vorm
shoot schiet
edition editie
prevention preventie
flevoland lelystad
snares snaren
businesses zaken
sixteen zestien
centre middelpunt
limit beperking
import invoer
homeland vaderland
indeed immers
lurch steek
dept depot
taxes belasting
technique techniek
conservative conservatieve
surinamese surinaamse
continuation verlengde
fled vluchtten
union vereniging
catalonia catalonië
told vertelde
residence residentie
leukemia leukemie
setting gezet
abbey abdij
to tot
sons zoons
suffer last
explicit nadrukkelijk
replacement vervanging
eleventh elfde
here hier
late laat
heal genezing
forbade verbood
an un
above boven
indicated aangeduid
appearance uiterlijke
rest rust
who wie
germane duitse
sterilization sterilisatie
still toch
access toegang
smoke rook
third derde
speech rede
effectively daadwerkelijk
observation waarneming
flag vlag
vegetables groenten
perceived waargenomen
unique unieke
citizens burgers
anyway althans
expressed uiting
heard gehoord
grab grijpen
revival opleving
church kerkelijke
showed getoond
followed volgden
officials ambtenaren
beloved geliefd
property eigendom
till totdat
proposition voorstel
strengthened versterkt
teeth gebit
identity identiteit
composed samengesteld
only enige
allowed toegestaan
latin latijnse
afterwards nadien
squares pleinen
interpretation invulling
musically muzikaal
gypsies zigeuners
caused zorgde
thereafter sindsdien
singular enkel
management bestuur
extends strekt
appeal aantrekkingskracht
establishment oprichting
frontside voorkant
edited opgesteld
color groen
sticks steekt
pay lonen
blessing zegen
courtrai kortrijk
american amerikaan
pleasure genot
extreme uiterst
carrier drager
steps stappen
greatest grootst
through stoten
necessary nodig
periodically periodiek
host gastheer
sportive sportieve
imperial keizerlijke
efficient efficiënt
journey reis
industry industrie
tortoise schildpadden
shared gedeeld
excess teveel
attorney advocaat
criteria criterium
mosquitos muggen
madam madame
lifespan levensduur
first allereerst
centimetre centimeter
converted bekeerde
hp pk
left linker
fires branden
literally letterlijk
case geval
erection erectie
hang hing
new nieuwere
actual daadwerkelijk
tibetan tibetaans
population bevolking
time besteedde
basis grondslag
control zeggenschap
detailed gedetailleerde
overhaul onderzoekt
estimate schatten
associated aangesloten
mysterious geheimzinnige
lasa lhasa
holidays feestdagen
drives rijdt
trunk romp
satisfy voldoen
venom gif
hopes hoopt
ditches sloten
although hoewel
deadly fatale
compensation compensatie
carpathians karpaten
cup kopje
business zakelijke
talk praten
sounds geluiden
temperatures temperaturen
stage stadium
intention bedoeling
amount tal
postures houdingen
approve goedkeuren
called heten
plains vlaktes
concluded concludeerde
comply voegde
extinct uitgestorven
come gekomen
has hebt
temporal tijdelijke
books boeken
attack aanvallen
will zult
phrased geformuleerd
yellow geel
notable opvallende
laze uitgerust
santiago types
bowed gebogen
low geringe
girlfriend vriendin
convicted veroordeeld
cohesion samenhang
condition voorwaarden
shorter korter
rodents knaagdieren
prices prijzen
abolishing afschaffing
half halve
consecutive opeenvolgende
prosecuted vervolgde
propose voorstellen
states staten
connection aansluiting
crusade kruistocht
amazon amazone
conduct uitvoeren
syndrome syndroom
transverse dwars
qualification kwalificatie
several diverse
protein eiwitten
similar soortgelijke
blacks zwarten
nominated genomineerd
apparently kennelijk
some circa
interpretation opvatting
sent gestuurd
cities steden
often veelal
division divisie
hereafter hierna
alone solitair
rivers rivieren
escort begeleid
because om
referee scheidsrechter
limitations beperkingen
same gelijknamige
preserve behouden
recent onlangs
approaching benaderd
manually matig
operated werkte
manly mannelijk
rays stralen
mythology mythologie
frank borst
really echt
nobles edelen
failure failliet
consecutively achtereenvolgens
marked aangemerkt
like oa
floods overstromingen
accordingly derhalve
christian christen
carcass romp
oil olie
appeared leek
eugene eugène
transported getransporteerd
bloody bloedige
execution executie
warmth warmte
did hoefde
lifted opgeheven
alphabet alfabet
rise opmars
tigers tijgers
obsolete verouderde
reasonably behoorlijk
peak top
noticed opgemerkt
uppermost bovenste
income inkomsten
ceased gestopt
kept hield
used gebruikte
seemed blijken
step stap
measures maten
shorter kortere
worth waard
former gewezen
anti-semitism antisemitisme
system besturingssysteem
warn waarschuwen
changes wijzigingen
cultural culturele
kingdom koninklijk
burden belasting
fought streden
name joost
heathland heide
strains stammen
meanwhile intussen
launch uitbrengen
wing vleugel
by doormidden
ural oeral
town stadje
duck eend
price prijs
ocean oceaan
functioning werkende
party feest
foodstuffs levensmiddelen
remembered onthouden
pressed gedrukte
together samen
command bevel
mostly vooral
search onderzoekt
deciding beslissende
burn verbranding
describes beschrijft
backed onderpand
national landelijk
crossed stak
predominant overheersende
directly direct
noble adellijke
buddhists boeddhisten
rulers heersers
attempted getracht
absorb opnemen
rank rang
controls toezicht
for om
down neer
grain graan
security beveiliging
tough moeizaam
deny ontkend
relation verwantschap
actual actuele
following onderstaande
applications toepassingen
brethren broeders
were gingen
along langs
experiences ondervindt
recognize erkent
glasses bril
fingers vingers
catastrophically verliep
thoughts gedachten
using middels
papal pauselijke
building gebouw
nature geaardheid
followers volgelingen
volcano vulkaan
turn keren
treaties verdragen
that dien
surname ono
norwegian noordse
fifty vijftig
herein hierin
texts teksten
ultimate ultieme
poet dichter
village dorpje
refuses weigert
actually werkelijk
north-eastern noordoostelijke
found stichtte
afternoon middags
fathers vaders
drove reed
remain bleven
public publiek
marriage huwelijk
pottery aardewerk
output uitkomst
originate ontstaan
fear vreesde
revelation openbaring
ireland ierland
experts deskundigen
russian russisch
except uitgezonderd
sensory zintuiglijke
making formatie
geological geologische
position stand
impulses prikkels
working werkende
oldest oudste
roman romeins
heavier zwaardere
parts gedeelten
transported vervoerd
town binnenstad
resulted gezorgd
call oproepen
ovule eicel
german duitse
contraction samentrekking
vegetation plant
palate verhemelte
spaces ruimtes
competing concurrerende
chronology chronologische
revenues inkomsten
cooperation samenwerking
selenium seleen
infinite oneindig
precise nauwkeurig
peruse onderzoekt
industrialisation industrialisatie
view kijk
destroyed verwoest
must moest
scenes scènes
economical economisch
published bekendgemaakt
underground ondergronds
brothers broers
fierce felle
strengthen versterken
humble scheiden
estimations schattingen
salt zout
caterpillars rupsen
harlem haarlem
victim slachtoffer
low lagen
colonists kolonisten
neuroptera netvleugeligen
examine bekijken
majority merendeel
request aanvraag
slime slijm
defense defensie
dose dosis
reduces vermindert
cross dwars
aristocracy aristocratie
violence geweld
such dergelijk
keep houden
growth bloei
course loop
refers refereert
dry droog
skin huid
beat verslagen
headquarters hoofdkantoor
flowers bloemen
adding voegen
slave slaaf
cemetery begraafplaats
stimulate bevorderen
question vraag
heritage erfenis
nice mooi
french franstalige
common gemeenschappelijke
widow weduwe
beatles kevers
solution oplossing
at bij
anybody iemand
leadership leiding
rich rijken
views opvattingen
rise opstijgen
athens athene
address richten
built bouwden
lowered gedaald
certainty zekerheid
end beëindigen
interest interesse
framework kader
chocolat chocolade
acted fungeerde
diet rijksdag
is gebeurt
train trein
officer officier
neighbourhood buurt
regularly geregeld
worship verering
northeast noordoosten
descendants nageslacht
acts fungeert
compared opzichte
different uiteenlopende
destruct verwoest
exist optreedt
idea opvatting
geographic geografisch
exactly precies
means middelen
fertility vruchtbaarheid
performer artiest
abstract overzicht
notorious berucht
well-known bekendheid
drew tekende
prevailing heersende
murderer moordenaar
comparison vergelijking
tasting proeven
formed gevormde
therefore bijgevolg
migrants migranten
main voornaamste
swiss zwitser
openly openlijk
furnish voorzien
edition uitgave
troy troje
civilians burgers
criticize beoordeeld
them hun
translate omgezet
holes gaten
southwest zuidwesten
royal koninklijk
extreme extreem
ritual rituele
if wanneer
level platform
rocky bergachtig
descriptions beschrijvingen
slovenia slovenië
oriented gerichte
about waarover
witnessed meegemaakt
additional extra
purpose doel
believed geloofden
changed veranderde
taught onderwezen
chemical chemisch
prime priem
parent ouder
shots schoten
peaks hoogtepunten
palaces paleizen
trail spoor
tick teek
special speciale
protestants protestanten
rule regel
table tafel
maintain handhaven
dissatisfaction onvrede
therefor daartoe
loaded geladen
cheese kaas
tells vertelt
strict strenge
damage beschadiging
hereby hierbij
setup opstelling
leave vertrekken
given verleend
decreased gedaald
ever aller
around heen
serbians serviërs
artist artiest
underwent onderging
depicted afgebeeld
environment omgeving
traditions tradities
it erin
everywhere overal
watch letten
measures maat
cosine cosinus
mostly grotendeels
polity staatsbestel
decreases daalt
continuation vervolg
located bevinden
individuals individuen
died omgekomen
apart uiteen
colored gekleurd
invasion inval
highland hoogland
hard harde
automatically automatisch
devised bedacht
shit ontlasting
summits toppen
logical logische
tank tanks
disagreement onenigheid
replied antwoordde
based berust
relocated verplaatst
optimal optimaal
stars sterren
cultivation bebouwing
approximately ca
show tonen
primary primaire
accidental toevallig
it ervan
encompass horen
pyramids piramiden
jewelry sieraden
equipment uitrusting
informatics informatica
separately afzonderlijk
galaxy melkweg
islands eilanden
federal federaal
sole voet
exchange uitwisseling
dutch-speaking nederlandstalig
considered beschouwd
byzantine byzantijnse
broken gebroken
home binnenlandse
sports hordelopen
together bijeen
nomination benoeming
definition definitie
altitude hoogte
sudan soedan
inhabitants bewoners
universe universum
vaccination vaccinatie
died stierven
advent komst
split gesplitst
claimed beweerd
council concilie
seize bemachtigen
at ter
die that
romantic concilie
parisian parijse
priests priesters
added voegde
parentheses haakjes
toys speelgoed
face stond
expensive dure
governor gouverneur
above bovenstaande
pieces stukken
liturgy liturgische
turkish turks
proximity nabijheid
thank danken
deity godheid
decisions beslissingen
airport luchthaven
derivative afgeleid
gasoline benzine
relative relatief
on eraan
serious ernstige
crusades kruistochten
arises ontstaat
mark merkte
urban stedelijk
early vroege
hold gehouden
modified bewerkt
discovered ontdekte
seated zaten
shareholders aandeelhouders
nominations nominaties
cradle bakermat
clergy geestelijkheid
traditionally traditioneel
screen scherm
stood gestaan
migration trek
dreams dromen
actual eigenlijke
hidden verborgen
winter winters
basin stroomgebied
norway noorwegen
corruption corruptie
shares deelt
occurs voorkwamen
games wedstrijden
text tekst
driven dreven
rests restanten
machine apparaat
diminishing vermindering
is gaat
coup staatsgreep
neighborhoods wijken
white witte
occasions gelegenheden
shown gebleken
class klasse
tackle pakken
adaption aanpassing
killed omgekomen
travel reizen
cab taxi
heavily hevig
followers aanhang
offence overtreding
wedding trouw
wrong onjuist
threshold drempel
diverse verscheidene
justly terecht
guests gasten
exceptions uitzonderingen
nourishment voeding
unjust onterecht
nations volken
buy koop
arabic arabische
prison gevangenis
disrupt verstoren
salvation heil
social sociale
stern achterschip
just juist
theologian theoloog
supports ondersteunt
argued aangevoerd
densely dichtst
dunes duinen
far verre
conception conceptie
savor proeven
conventional gangbare
rural landelijke
developed ontwikkelde
shores oevers
eat eet
functionality effectiviteit
blocked geblokkeerd
reorganised omgevormd
get halen
fuel brandstof
begin beginnen
clear expliciet
tried probeerden
us ons
ended belandde
meet ontmoeten
dedicated opgedragen
posted geboekt
solid flink
work functioneren
mysterious mysterieuze
mines mijnen
stones gesteente
rhine rijn
of af
calvinist gereformeerde
sect sekte
enterprises ondernemingen
gay homoseksuelen
ways manieren
selected gekozen
presented uitte
connection verband
ideology levensbeschouwing
forestry bosbouw
terminal fatale
turtle schildpad
neutral neutraal
nightlife uitgaansleven
becoming wordende
herman hermann
innovative vernieuwende
dangerous gevaarlijke
southerly zuidelijk
delivered leverden
next volgende
closure sluiting
undoubtedly ongetwijfeld
wild wilde
construction aanleg
advocate voorstander
